seller_id,performance,performance_score,order_count,total_sales,avg_order_value,avg_processing_time,avg_delivery_days,prediction,on_time_delivery_rate,shipping_ratio
r7VxefoTVHbb,High,62.4,438334,788378328.75,1798.5790031117824,0.5554573706605263,15.158595405204496,0,89.7926423240158,2.2444437581199814
yGbPyLPc8PmT,High,67.58,49342,79694986.67,1615.1551755097078,0.4265856094443619,9.388488713319132,0,94.26600293309647,2.509983354766022
K0qPVGdA91KO,High,66.12,50323,38579757.97,766.6426478946008,0.41633095250975,11.624952312229665,0,91.207102952913,5.751446216239702
RKad98cTxhSb,High,66.89,207043,35870436.02,173.2511411639128,0.4144124240115803,13.417182708266362,0,92.55704830583818,26.021244500055
TuPm19CMKvrM,High,66.09,172186,23681599.71,137.53498954618843,0.5047599314974203,11.379975116338985,0,95.10093858847289,31.189073417540676
UOGIrJtSldvd,High,63.83,167445,20487380.85,122.35289707067992,0.5405052683827636,11.504192376186545,0,92.58082092262984,32.9798322170596
0Mzbc3aACMOQ,High,68.45,96383,17807817.76,184.760982330909,0.4059013221172783,13.544706037275668,0,94.92318465390656,21.950263208443793
g6AdzghqF6DD,High,70.96,16377,11604282.94,708.5719570128839,0.3878773457694734,10.400052444117655,0,98.35063009636768,7.824666588145083
RsUgQvBvc24M,High,66.94,56834,8964123.66,157.72466586902206,0.3963620473985968,14.209718385308935,0,91.77287494198708,22.461549353503678
4cJY064rRFhL,High,67.47,45176,5483298.38,121.37635868602796,0.459676527995035,12.908265686641627,0,96.11242682872336,36.2101930699602
3EIRvF91uvoZ,High,86.67,1105,2877484.51,2604.058380090498,0.0173773357633651,11.705879252555723,0,100.0,2.7889561080556438
zVIBQkWGheJR,High,81.95,1227,769415.5,627.0704971475143,0.1840200522955718,11.712877067674848,0,100.0,11.598545909199904
hmS6KkvxMbyF,High,83.85,4920,681853.1699999999,138.5880426829268,0.1177562928146642,7.14348203430819,0,100.0,27.73328897187646
2UV2zaeUhNyA,High,74.31,2172,642763.5,295.9316298342541,0.2141256085447786,8.561246424399767,0,99.58563535911604,16.568339677035176
tirJVyRNLotd,High,79.84,239,559921.35,2342.7671548117155,0.1719704013637068,2.6854259646675964,0,100.0,0.797481646306218
MsRnDzEoIgmI,High,81.72,259,488354.83,1885.5398841698843,0.071243564993565,3.178630416130416,0,100.0,5.827000830523167
NF2c5KY9GA3R,High,73.87,261,157899.25,604.977969348659,0.0437417961543919,8.478083714701292,0,99.2337164750958,5.670305590431874
MdWxBEep7ZnV,High,71.73,898,156366.4,174.12739420935412,0.2293525993978388,10.561960838901262,0,99.77578475336324,18.40610258981469
u5RSJBDtqaIg,High,77.82,38,147834.47,3890.380789473684,0.0197764376218323,4.799991167153997,0,100.0,0.7698136977120423
C6WhdSZuLC8r,High,78.37,488,134838.51,276.30842213114755,0.2038978777701882,9.137164731329689,0,100.0,16.500160080380596
Mi2ZCclAh7t8,High,72.2,536,126452.83,235.9194589552239,0.1647388923438363,8.869917793843284,0,99.44029850746269,12.872697273758128
htfLa5LKJYWU,High,76.05,220,109884.7,499.47590909090906,0.2258264414983165,8.798878261784512,0,100.0,6.525467148747732
nyvgAgymNBCt,High,78.69,328,101454.62,309.31286585365854,0.1413719512195122,8.949667668812104,0,100.0,16.34255788450048
5wnoHfXKSv4m,High,80.64,290,95944.83,330.84424137931035,0.0348081896551724,9.847121208492975,0,100.0,12.842265706239722
fquh40THqSKm,High,79.59,373,94470.08,253.27099195710457,0.0929322125409591,7.139806250620594,0,100.0,38.34490242836674
uVKVCckRTJIo,High,76.08,163,92262.71,566.0288957055216,0.1936006021358782,5.9656280532833454,0,100.0,3.0330672055915113
nHGEkM2UCRjt,High,82.49,543,92214.54,169.82419889502762,0.0173857299979537,5.864939635768365,0,100.0,35.78237228098736
no31OmqCal1K,High,76.34,379,77592.17,204.72868073878627,0.2222069835336655,11.334703044073096,0,100.0,11.634923987819906
d5kLrIXap3Wu,High,80.54,299,75206.77,251.52765886287628,0.0233153722284157,12.425456111420786,0,100.0,16.970360514086696
CPpkJogBZQDx,High,75.61,67,71766.58,1071.142985074627,0.0948623203427308,8.105397491708127,0,100.0,3.4876400686782065
mEBm4Hehu6HT,High,72.89,27,68211.47,2526.350740740741,0.0967279663923182,10.758619255829904,0,100.0,2.5824982220732084
Zl5cm1PXG0Wm,High,75.4,296,68106.09,230.0881418918919,0.2300995526776776,9.173062789351851,0,100.0,20.642485862864834
79i3uW0ev518,High,76.04,314,63666.51,202.75958598726115,0.2037796355272469,7.043389876739797,0,100.0,16.0873275447327
STj3c88kfxpu,High,75.33,415,57562.77,138.7054698795181,0.2357060464078536,11.196652219991076,0,100.0,37.61716123112213
IWOf3FsBgQtM,High,80.05,251,57445.49,228.8664940239044,0.0177817433967832,7.712321132138114,0,100.0,28.121737668178998
auOjPE1U7wEB,High,73.63,20,55993.0,2799.65,0.0193634259259259,15.08634837962963,0,100.0,4.2461379100959045
B907Fr0zbIbQ,High,74.08,196,48522.65,247.5645408163265,0.2171432705026454,12.23673859126984,0,100.0,24.44468717186716
vufOqLeaCfeU,High,75.99,170,48481.34,285.1843529411765,0.1202587826797385,8.437592796840958,0,100.0,18.48280183674791
pXJs8DqWkqeN,High,68.81,25,47475.0,1899.0,0.2239328703703703,9.728127314814817,0,100.0,2.322064244339126
RFRASdyOXbvW,High,71.67,52,45210.73,869.4371153846153,0.1990680644586894,12.559445557336185,0,100.0,5.517075260673738
Dr1apVFurBbV,High,79.21,274,44060.29,160.80397810218977,0.021577706812652,3.7831216207083,0,100.0,39.91691838614771
