cluster,performance,count,percentage,avg_sales,avg_processing_time,avg_order_count
1,High,1,0.03414134516899966,788378328.75,0.5554573706605263,438334.0
0,Medium,2928,99.965858654831,203706.2422780055,0.4342659634757423,714.1912568306011
