seller_id,order_count,avg_processing_time,avg_delivery_days,total_sales,prediction
2HgT2MWHngsN,36,0.2222222222222222,6.444444444444445,6637.93,0
2IFngbwutyvZ,7,0.14285714285714285,7.571428571428571,1573.97,2
2IRnDdooRzAF,5,0.2,6.4,1156.3500000000001,2
2IxTbqKqgUdA,62,0.3225806451612903,6.354838709677419,32427.27,1
2LEeO1Vk3p6w,6,1.1666666666666667,7.166666666666667,1386.09,1
2NPSX83ZMsVH,5,0.0,6.0,865.52,0
2NnxAiHaF3XO,1,0.0,5.0,135.0,1
2OifxKUrCyGx,5,0.4,5.2,1468.6000000000001,0
2PgQtdeVOBNS,1,2.0,6.0,692.0,1
2QLSf7Kgi2WU,15,0.13333333333333333,7.2,9106.98,0
2QjevWskirjm,18,0.1111111111111111,6.666666666666667,9045.21,1
2RAomcA7MaVK,35,0.17142857142857143,5.3428571428571425,8792.98,2
2TA7iMcIqrnd,3,0.0,6.0,200.19,2
2UV2zaeUhNyA,527,0.04554079696394687,6.7362428842504745,159604.15,1
2Vzr14MB7bRD,2996,0.19259012016021362,6.502670226969292,1415034.46,1
2WVJh13Ip48Y,5,0.4,7.0,375.97,2
2WlVV7z7T4jS,3,0.0,10.0,1057.71,2
2Y33waIXINqR,28,0.39285714285714285,6.714285714285714,15029.11,1
2ZJaGRSW74BZ,83,0.3373493975903614,6.554216867469879,23884.82,1
2a07LobkzHUx,1710,0.25878220140515223,6.33625730994152,482491.87,2
2a51UHcJkdrn,181,0.2265193370165746,6.9502762430939224,105862.89,0
2b7PlZKhtVES,3,0.3333333333333333,6.666666666666667,462.31,2
2bDQEm17cVgN,2,0.0,5.0,807.8,1
2cHLHkAXYkK5,1,0.0,7.0,330.0,2
2cg7E5j1pzxq,563,0.23090586145648312,6.296625222024867,96237.5,0
2gdSv9QVLg3z,11,0.2727272727272727,6.090909090909091,2942.2799999999997,2
2ggc1jBZayiA,1,0.0,3.0,252.99,1
2jGwpefl7X2W,1,0.0,7.0,399.2,1
2jTASjIU2rIf,1283,0.31254871395167577,6.416212003117693,384276.02999999997,0
2kAh9lqZUKGn,1,0.0,8.0,2600.0,2
2mrYLZRLRuQg,4,0.0,7.0,153.92,0
2mu4r7QrpHur,15,0.4666666666666667,6.333333333333333,3230.33,0
2qxHpcYDkIki,2,0.0,4.5,708.88,2
2rMpyCyw7h88,6,0.0,5.333333333333333,1381.8700000000001,0
2rf7HX0nQDBL,11,1.1818181818181819,5.363636363636363,2479.93,2
2u7k61LiSKc4,166,0.04216867469879518,5.867469879518072,49831.090000000004,2
2v0gTzEWz4Yb,9,0.0,5.111111111111111,2772.14,0
2vYpt4cdDFbY,34,0.17647058823529413,5.5588235294117645,3906.64,1
39KLUoY5AbiH,6,0.0,7.666666666666667,3866.62,1
3Alp7oIhUtGc,24,0.20833333333333334,5.416666666666667,11155.57,0
3DUW3hZcul9u,2,0.5,5.0,88.42,1
3EIRvF91uvoZ,259,0.0,6.675675675675675,716921.03,2
3FEfMKD9aVSs,1,0.0,10.0,166.94,1
3FRwW3adXzn7,29,0.8275862068965517,4.9655172413793105,19076.9,2
3FilZnsiTfK7,4,0.0,4.75,938.37,1
3GcgZEGJenJQ,1,1.0,3.0,116.11,1
3HDIfKi2zNiV,3,0.3333333333333333,5.666666666666667,53.58,1
3JefjD3oIEVl,2,0.5,6.5,617.2,2
3KuTukGXgD7C,511,0.2720156555772994,6.403131115459883,186234.55,1
3KvlSqi2bXPB,5,1.4,8.0,2799.0,1
3PpQdsTW6fL7,20,0.15,7.05,5325.45,1
3Q4DoxWsVAXa,313,0.268370607028754,6.824281150159744,37773.99,1
3RErtNzohFr9,85,0.9529411764705882,6.8352941176470585,69452.32,0
3U2zqY4uiEc2,1,0.0,10.0,849.0,0
3W9I1ZMht6Z1,57,0.3157894736842105,5.175438596491228,8804.7,2
3Xh4RtSUHhaT,12,0.3333333333333333,5.916666666666667,3019.45,0
3cKyVacxuXai,5,1.0,3.0,13445.0,0
3cNydxlqQDMV,2,0.0,3.0,1699.0,1
3cqSxyYyqpx6,128,0.49206349206349204,6.3671875,124050.6,2
3ctK1z8sO9xA,2,0.0,3.0,301.64,2
3e9JGBdDRF6C,11,0.0,6.454545454545454,3875.2999999999997,0
3f1YtqXDwmbg,4,0.0,7.0,4277.44,2
3fQVgVxbARce,1,0.0,5.0,27.4,2
3hL1JCnc9i88,5,0.0,7.0,825.31,1
3hxLpogKUphW,43,1.0,6.8604651162790695,12420.68,2
3iCpHGLu1n7h,19,0.47368421052631576,8.157894736842104,5564.19,0
3jC10JF4xtfp,4,0.0,6.0,1207.79,0
3jo4LaNyJc2x,16,0.0,6.6875,4048.0,1
3jwvL6ihC45G,298,0.5369127516778524,6.845637583892618,12339.54,2
3k8LOQ1gSUEN,2,0.0,5.5,814.22,2
3m9qtOydq06B,1,0.0,10.0,100.0,2
3mO6GyZzHTGP,14,0.35714285714285715,6.071428571428571,2718.1,2
3qJR4C8RG83p,4,0.0,6.0,677.96,2
3rfrdb7tcRGU,64,0.0,6.75,15272.96,0
3saCm8JsQUeq,5,0.0,7.2,1018.91,1
3t74Pe6EQyNu,81,0.2222222222222222,6.0,12181.59,1
3ujXEvDXLdVS,2,0.0,8.5,273.8,0
3urGiryVTEEU,4,1.0,7.0,3398.0,1
3vJjXqgh2x7U,1,0.0,4.0,222.98,1
3vZoB6iuhao2,1,0.0,8.0,849.5,2
3wnsc4tasTf2,1,0.0,8.0,28.82,1
41snRze4ouAm,2,0.0,4.0,34.96,0
422TdwqYOWdw,2,0.0,6.0,189.71,1
454R0jJQbvt5,1,0.0,10.0,535.0,2
4AOIFgKRuIJD,5,0.0,5.6,284.95,1
4CUYuEcsAfEP,40,0.25,6.225,1063.08,0
4DUiDncGQsrX,25,0.0,8.0,2837.25,2
4FPckp1t3j1n,16,0.0625,6.0625,5294.02,2
4HKzIT2vu2j8,2,0.0,8.0,322.0,0
4IiIVG2r4bWO,7,0.5714285714285714,5.285714285714286,1518.72,1
4JfBsw8nXPBg,2,1.0,7.0,1802.39,2
4MiHoNpiDntM,9,0.0,7.333333333333333,107.73,1
4Qi71ZsjOJIX,251,0.32270916334661354,6.422310756972111,76620.05,2
4RCDmhw2Wb3Z,1,1.0,3.0,125.46,1
4SRv5bbOf4fh,471,0.33121019108280253,6.48619957537155,49683.810000000005,1
4SWsneYKnFcc,33,0.3333333333333333,4.484848484848484,8253.58,2
4TUYR7MZdfAH,7,1.7142857142857142,7.142857142857143,1014.1899999999999,2
4YcgcZ3R8f8q,128,0.0,6.0,41286.64,1
4YvZWfI3A03T,136,0.29411764705882354,6.507352941176471,42057.13,1
4akXJFzLVMhl,1,0.0,6.0,10.35,0
4cJY064rRFhL,6125,0.4086530612244898,6.511183673469388,808864.6,0
4cyCNWR4vh3z,108,0.037037037037037035,7.203703703703703,9936.5,2
4dCTuSwggSGX,6,0.16666666666666666,6.666666666666667,222.54000000000002,2
4g8XR4VO6DqK,4,0.25,7.0,494.96000000000004,0
4gFUunRuFEhp,2,0.5,3.5,931.27,2
4j49QGcby0zw,63,0.09523809523809523,6.4603174603174605,8376.96,0
4jJGNaBVk65x,10,0.2,6.6,1322.06,1
4kdEv1FpyZmY,10,0.6,7.2,2312.98,0
4kvCzkmsqYGZ,2,0.5,8.0,98.76,2
4mKqWzXFLaBt,271,0.12177121771217712,6.575645756457565,70260.78,1
4mNc3mfswqzQ,1,0.0,4.0,142.14,0
4nyyi5gifVI6,97,0.13402061855670103,8.11340206185567,12438.87,0
4qcaJHvHiLmg,4,0.0,7.5,439.28,0
4rtH6c1PSmrF,231,0.13852813852813853,6.259740259740259,26416.29,0
4x6Z2AgJ9ya3,95,0.2,6.810526315789474,12661.300000000001,0
56DLys9ECuwq,93,0.1935483870967742,6.075268817204301,14432.11,0
58oyoNP1FEmT,1,0.0,4.0,134.57,0
