product_category_name,order_year,order_month,count,date
kitchen_dining_laundry_garden_furniture,2018,3,18,2018-03-01
kitchen_dining_laundry_garden_furniture,2018,4,3,2018-04-01
kitchen_dining_laundry_garden_furniture,2018,6,1,2018-06-01
kitchen_dining_laundry_garden_furniture,2018,7,7,2018-07-01
kitchen_dining_laundry_garden_furniture,2018,8,25,2018-08-01
la_cuisine,2017,7,1,2017-07-01
la_cuisine,2017,8,1,2017-08-01
la_cuisine,2017,10,2,2017-10-01
la_cuisine,2017,11,2,2017-11-01
luggage_accessories,2017,1,42,2017-01-01
luggage_accessories,2017,2,108,2017-02-01
luggage_accessories,2017,3,32,2017-03-01
luggage_accessories,2017,4,15,2017-04-01
luggage_accessories,2017,5,4,2017-05-01
luggage_accessories,2017,6,155,2017-06-01
luggage_accessories,2017,7,46,2017-07-01
luggage_accessories,2017,8,9,2017-08-01
luggage_accessories,2017,9,30,2017-09-01
luggage_accessories,2017,10,59,2017-10-01
luggage_accessories,2017,11,59,2017-11-01
luggage_accessories,2017,12,32,2017-12-01
luggage_accessories,2018,1,109,2018-01-01
luggage_accessories,2018,2,46,2018-02-01
luggage_accessories,2018,3,31,2018-03-01
luggage_accessories,2018,4,46,2018-04-01
luggage_accessories,2018,5,61,2018-05-01
luggage_accessories,2018,6,10,2018-06-01
luggage_accessories,2018,7,13,2018-07-01
luggage_accessories,2018,8,21,2018-08-01
market_place,2016,10,51,2016-10-01
market_place,2017,1,19,2017-01-01
market_place,2017,2,25,2017-02-01
market_place,2017,3,25,2017-03-01
market_place,2017,4,75,2017-04-01
market_place,2017,5,86,2017-05-01
market_place,2017,6,47,2017-06-01
market_place,2017,7,36,2017-07-01
market_place,2017,8,100,2017-08-01
market_place,2017,9,8,2017-09-01
market_place,2017,10,39,2017-10-01
market_place,2017,11,1,2017-11-01
market_place,2017,12,20,2017-12-01
market_place,2018,1,36,2018-01-01
market_place,2018,2,35,2018-02-01
market_place,2018,3,11,2018-03-01
market_place,2018,5,5,2018-05-01
market_place,2018,6,20,2018-06-01
market_place,2018,7,6,2018-07-01
market_place,2018,8,3,2018-08-01
music,2017,3,1,2017-03-01
music,2018,3,1,2018-03-01
music,2018,5,1,2018-05-01
music,2018,6,2,2018-06-01
music,2018,7,1,2018-07-01
music,2018,8,3,2018-08-01
musical_instruments,2017,2,1,2017-02-01
musical_instruments,2017,4,24,2017-04-01
musical_instruments,2017,5,4,2017-05-01
musical_instruments,2017,6,63,2017-06-01
musical_instruments,2017,7,72,2017-07-01
musical_instruments,2017,8,26,2017-08-01
musical_instruments,2017,9,4,2017-09-01
musical_instruments,2017,10,52,2017-10-01
musical_instruments,2017,11,57,2017-11-01
musical_instruments,2017,12,34,2017-12-01
musical_instruments,2018,1,137,2018-01-01
musical_instruments,2018,2,39,2018-02-01
musical_instruments,2018,3,85,2018-03-01
musical_instruments,2018,4,8,2018-04-01
musical_instruments,2018,5,46,2018-05-01
musical_instruments,2018,6,47,2018-06-01
musical_instruments,2018,7,105,2018-07-01
musical_instruments,2018,8,66,2018-08-01
office_furniture,2016,10,3,2016-10-01
office_furniture,2017,1,141,2017-01-01
office_furniture,2017,2,240,2017-02-01
office_furniture,2017,3,749,2017-03-01
office_furniture,2017,4,405,2017-04-01
office_furniture,2017,5,348,2017-05-01
office_furniture,2017,6,228,2017-06-01
office_furniture,2017,7,961,2017-07-01
office_furniture,2017,8,174,2017-08-01
office_furniture,2017,9,263,2017-09-01
office_furniture,2017,10,760,2017-10-01
office_furniture,2017,11,672,2017-11-01
office_furniture,2017,12,368,2017-12-01
office_furniture,2018,1,1282,2018-01-01
office_furniture,2018,2,1197,2018-02-01
office_furniture,2018,3,1840,2018-03-01
office_furniture,2018,4,1597,2018-04-01
office_furniture,2018,5,1435,2018-05-01
office_furniture,2018,6,524,2018-06-01
office_furniture,2018,7,438,2018-07-01
office_furniture,2018,8,58,2018-08-01
party_supplies,2017,12,4,2017-12-01
party_supplies,2018,6,1,2018-06-01
party_supplies,2018,8,4,2018-08-01
perfumery,2016,10,196,2016-10-01
perfumery,2017,1,64,2017-01-01
perfumery,2017,2,107,2017-02-01
perfumery,2017,3,598,2017-03-01
perfumery,2017,4,361,2017-04-01
perfumery,2017,5,1170,2017-05-01
perfumery,2017,6,1803,2017-06-01
perfumery,2017,7,1313,2017-07-01
perfumery,2017,8,916,2017-08-01
perfumery,2017,9,1499,2017-09-01
perfumery,2017,10,1677,2017-10-01
perfumery,2017,11,1636,2017-11-01
perfumery,2017,12,1480,2017-12-01
perfumery,2018,1,1008,2018-01-01
perfumery,2018,2,433,2018-02-01
perfumery,2018,3,1521,2018-03-01
perfumery,2018,4,360,2018-04-01
perfumery,2018,5,160,2018-05-01
perfumery,2018,6,83,2018-06-01
perfumery,2018,7,932,2018-07-01
perfumery,2018,8,496,2018-08-01
pet_shop,2016,10,1,2016-10-01
pet_shop,2017,1,1,2017-01-01
pet_shop,2017,2,61,2017-02-01
pet_shop,2017,3,38,2017-03-01
pet_shop,2017,4,97,2017-04-01
pet_shop,2017,5,78,2017-05-01
pet_shop,2017,6,104,2017-06-01
pet_shop,2017,7,174,2017-07-01
pet_shop,2017,8,105,2017-08-01
pet_shop,2017,9,51,2017-09-01
pet_shop,2017,10,173,2017-10-01
pet_shop,2017,11,160,2017-11-01
pet_shop,2017,12,81,2017-12-01
pet_shop,2018,1,212,2018-01-01
pet_shop,2018,2,286,2018-02-01
pet_shop,2018,3,136,2018-03-01
pet_shop,2018,4,148,2018-04-01
pet_shop,2018,5,309,2018-05-01
pet_shop,2018,6,104,2018-06-01
pet_shop,2018,7,261,2018-07-01
pet_shop,2018,8,302,2018-08-01
security_and_services,2017,9,1,2017-09-01
signaling_and_security,2017,5,2,2017-05-01
signaling_and_security,2017,7,1,2017-07-01
signaling_and_security,2017,11,20,2017-11-01
signaling_and_security,2017,12,10,2017-12-01
signaling_and_security,2018,1,12,2018-01-01
signaling_and_security,2018,2,4,2018-02-01
signaling_and_security,2018,3,6,2018-03-01
signaling_and_security,2018,4,9,2018-04-01
signaling_and_security,2018,5,9,2018-05-01
signaling_and_security,2018,6,77,2018-06-01
signaling_and_security,2018,7,7,2018-07-01
signaling_and_security,2018,8,23,2018-08-01
small_appliances,2017,1,8,2017-01-01
small_appliances,2017,2,20,2017-02-01
small_appliances,2017,3,24,2017-03-01
small_appliances,2017,4,18,2017-04-01
small_appliances,2017,5,14,2017-05-01
small_appliances,2017,6,28,2017-06-01
small_appliances,2017,7,11,2017-07-01
small_appliances,2017,8,26,2017-08-01
small_appliances,2017,9,24,2017-09-01
small_appliances,2017,10,20,2017-10-01
small_appliances,2017,11,22,2017-11-01
small_appliances,2017,12,7,2017-12-01
small_appliances,2018,1,15,2018-01-01
small_appliances,2018,2,37,2018-02-01
small_appliances,2018,3,46,2018-03-01
small_appliances,2018,4,66,2018-04-01
small_appliances,2018,5,49,2018-05-01
small_appliances,2018,6,33,2018-06-01
small_appliances,2018,7,12,2018-07-01
small_appliances,2018,8,21,2018-08-01
small_appliances_home_oven_and_coffee,2018,3,5,2018-03-01
small_appliances_home_oven_and_coffee,2018,4,5,2018-04-01
small_appliances_home_oven_and_coffee,2018,5,15,2018-05-01
small_appliances_home_oven_and_coffee,2018,7,2,2018-07-01
small_appliances_home_oven_and_coffee,2018,8,2,2018-08-01
sports_leisure,2016,10,41,2016-10-01
sports_leisure,2017,1,281,2017-01-01
sports_leisure,2017,2,354,2017-02-01
sports_leisure,2017,3,381,2017-03-01
sports_leisure,2017,4,519,2017-04-01
sports_leisure,2017,5,978,2017-05-01
sports_leisure,2017,6,1285,2017-06-01
sports_leisure,2017,7,3063,2017-07-01
sports_leisure,2017,8,2085,2017-08-01
sports_leisure,2017,9,2174,2017-09-01
sports_leisure,2017,10,1583,2017-10-01
sports_leisure,2017,11,1557,2017-11-01
sports_leisure,2017,12,769,2017-12-01
sports_leisure,2018,1,1226,2018-01-01
sports_leisure,2018,2,1224,2018-02-01
sports_leisure,2018,3,1729,2018-03-01
sports_leisure,2018,4,967,2018-04-01
sports_leisure,2018,5,1058,2018-05-01
sports_leisure,2018,6,693,2018-06-01
sports_leisure,2018,7,951,2018-07-01
sports_leisure,2018,8,963,2018-08-01
stationery,2017,2,36,2017-02-01
stationery,2017,3,38,2017-03-01
stationery,2017,4,20,2017-04-01
stationery,2017,5,133,2017-05-01
stationery,2017,6,59,2017-06-01
stationery,2017,7,60,2017-07-01
stationery,2017,8,87,2017-08-01
stationery,2017,9,103,2017-09-01
stationery,2017,10,131,2017-10-01
stationery,2017,11,134,2017-11-01
stationery,2017,12,193,2017-12-01
stationery,2018,1,305,2018-01-01
stationery,2018,2,170,2018-02-01
stationery,2018,3,84,2018-03-01
stationery,2018,4,125,2018-04-01
stationery,2018,5,142,2018-05-01
stationery,2018,6,181,2018-06-01
stationery,2018,7,355,2018-07-01
stationery,2018,8,120,2018-08-01
tablets_printing_image,2017,2,174,2017-02-01
tablets_printing_image,2017,3,63,2017-03-01
tablets_printing_image,2017,4,81,2017-04-01
tablets_printing_image,2017,5,55,2017-05-01
tablets_printing_image,2017,6,198,2017-06-01
tablets_printing_image,2017,7,45,2017-07-01
tablets_printing_image,2017,8,72,2017-08-01
tablets_printing_image,2017,9,42,2017-09-01
tablets_printing_image,2017,11,69,2017-11-01
tablets_printing_image,2017,12,81,2017-12-01
tablets_printing_image,2018,1,159,2018-01-01
tablets_printing_image,2018,2,309,2018-02-01
tablets_printing_image,2018,3,27,2018-03-01
tablets_printing_image,2018,5,21,2018-05-01
telephony,2016,10,7,2016-10-01
telephony,2017,1,8,2017-01-01
telephony,2017,2,86,2017-02-01
telephony,2017,3,135,2017-03-01
telephony,2017,4,366,2017-04-01
telephony,2017,5,327,2017-05-01
telephony,2017,6,124,2017-06-01
telephony,2017,7,201,2017-07-01
telephony,2017,8,208,2017-08-01
telephony,2017,9,339,2017-09-01
telephony,2017,10,527,2017-10-01
telephony,2017,11,1208,2017-11-01
telephony,2017,12,1902,2017-12-01
telephony,2018,1,1720,2018-01-01
telephony,2018,2,1119,2018-02-01
telephony,2018,3,1754,2018-03-01
telephony,2018,4,1493,2018-04-01
telephony,2018,5,422,2018-05-01
telephony,2018,6,455,2018-06-01
telephony,2018,7,957,2018-07-01
telephony,2018,8,532,2018-08-01
toys,2016,9,26,2016-09-01
toys,2016,10,1195,2016-10-01
toys,2016,12,19,2016-12-01
toys,2017,1,6960,2017-01-01
toys,2017,2,10374,2017-02-01
toys,2017,3,33055,2017-03-01
toys,2017,4,33991,2017-04-01
toys,2017,5,60576,2017-05-01
toys,2017,6,54436,2017-06-01
toys,2017,7,77230,2017-07-01
toys,2017,8,88965,2017-08-01
toys,2017,9,84330,2017-09-01
toys,2017,10,85574,2017-10-01
toys,2017,11,192428,2017-11-01
toys,2017,12,126080,2017-12-01
toys,2018,1,155520,2018-01-01
toys,2018,2,157490,2018-02-01
toys,2018,3,162144,2018-03-01
toys,2018,4,136852,2018-04-01
toys,2018,5,165748,2018-05-01
toys,2018,6,82000,2018-06-01
toys,2018,7,75550,2018-07-01
toys,2018,8,79076,2018-08-01
toys,2018,9,2,2018-09-01
watches_gifts,2017,1,3,2017-01-01
watches_gifts,2017,2,41,2017-02-01
watches_gifts,2017,3,46,2017-03-01
watches_gifts,2017,4,175,2017-04-01
watches_gifts,2017,5,74,2017-05-01
watches_gifts,2017,6,684,2017-06-01
watches_gifts,2017,7,2594,2017-07-01
watches_gifts,2017,8,2825,2017-08-01
watches_gifts,2017,9,4600,2017-09-01
watches_gifts,2017,10,1465,2017-10-01
watches_gifts,2017,11,4057,2017-11-01
watches_gifts,2017,12,2046,2017-12-01
watches_gifts,2018,1,1061,2018-01-01
watches_gifts,2018,2,2088,2018-02-01
watches_gifts,2018,3,6543,2018-03-01
watches_gifts,2018,4,20565,2018-04-01
watches_gifts,2018,5,23493,2018-05-01
watches_gifts,2018,6,3713,2018-06-01
watches_gifts,2018,7,4174,2018-07-01
watches_gifts,2018,8,1549,2018-08-01
