seller_id,performance,performance_score,order_count,total_sales,avg_order_value,avg_processing_time,avg_delivery_days,prediction,on_time_delivery_rate,shipping_ratio
qcDsSG0VyUS9,High,53.16,5,1545.37,309.074,0.4564305555555556,4.456430555555556,0,100.0,20.55365381753237
GzhXw6dOOJKc,High,58.14,12,1540.38,128.36499999999998,0.3801456404320988,5.463478973765432,0,100.0,24.62639089055947
fLkrsm0c0gUu,High,62.82,11,1537.03,139.73,0.1506502525252525,4.78701388888889,0,100.0,80.76615290527836
DZSvHbA4bCCS,High,56.18,4,1528.79,382.1975,0.2754311342592592,5.525431134259259,0,100.0,17.847447981737194
hZZnwRdyPwuz,High,68.18,10,1520.65,152.065,0.0105497685185185,4.610549768518519,0,100.0,20.7819024759149
Xe318zC3oc0t,High,56.41,1,1502.93,1502.93,0.0200231481481481,5.020023148148148,0,100.0,4.712128974736015
GGq1VyUS3oHZ,High,54.16,1,1500.0,1500.0,0.0964236111111111,4.096423611111111,0,100.0,0.8673333333333333
tE2K9x95WQNx,High,49.38,2,1497.0,748.5,0.4723842592592592,4.472384259259259,0,100.0,1.2531730126920508
w2w6JGL2qELj,High,60.17,11,1493.35,135.7590909090909,0.2687563131313131,5.632392676767677,0,100.0,70.2574748049687
qyQQBBHPmKZe,High,55.89,6,1459.75,243.29166666666663,0.3502256944444444,5.350225694444444,0,100.0,19.438259976023293
VSMxbeLV0WFa,High,52.87,5,1452.35,290.47,0.4545462962962962,6.854546296296297,0,100.0,6.268461459014701
0b9lM9eDKXf5,High,61.2,4,1438.4,359.6,0.0260358796296296,5.52603587962963,0,100.0,13.89738598442714
HUKv8bRAKbDT,High,62.67,2,1403.15,701.575,0.0094039351851851,5.509403935185185,0,100.0,3.605459145494067
fsywnKCojtON,High,53.0,2,1397.7,698.85,0.289837962962963,6.289837962962963,0,100.0,11.312155684338556
9Yc3gfdJ67nL,High,53.24,6,1390.41,231.735,0.4636651234567901,5.130331790123457,0,100.0,43.66841435260103
WHCTdImrIp0y,High,61.57,1,1389.9,1389.9,0.0064930555555555,7.006493055555556,0,100.0,6.381034606806245
DNwyVspDdCA0,High,62.25,2,1385.04,692.52,0.0098148148148148,4.509814814814815,0,100.0,4.210708715993762
2rMpyCyw7h88,High,60.16,6,1381.87,230.3116666666667,0.1411496913580247,5.641149691358025,0,100.0,14.480378038455138
6Gon9nN29mqW,High,60.58,25,1374.5,54.98,0.3313310185185185,5.331331018518519,0,100.0,119.68715896689706
783CRaGkNtcx,High,52.94,5,1366.9,273.38,0.4346157407407407,5.83461574074074,0,100.0,6.6976369888067895
ZlYRfxZELJyx,High,53.61,1,1359.9,1359.9,0.0946875,3.0946875,0,100.0,7.2159717626296045
YmrGRjpmFizB,High,56.01,7,1357.08,193.8685714285714,0.3474570105820106,4.34745701058201,0,100.0,17.07489610045097
FyGe20sU2FpT,High,62.3,7,1328.6,189.8,0.0404811507936507,5.469052579365079,0,100.0,19.945054945054945
Gs8vuikRnS5g,High,66.79,6,1309.1999999999998,218.2,0.0086747685185185,3.5086747685185187,0,100.0,27.49083409715858
pPJbgFVS1HOE,High,64.37,16,1294.8,80.925,0.0680439814814814,4.068043981481481,0,100.0,55.34136546184739
iAF0NxaypyZB,High,50.19,3,1280.8200000000002,426.94000000000005,0.4468441358024691,4.446844135802469,0,100.0,11.6409799971893
vQqLP7oUXIAC,High,51.76,4,1259.2,314.8,0.4193055555555555,5.419305555555556,0,100.0,22.35069885641677
VsmJVMNtf5u9,High,65.62,7,1235.63,176.51857142857145,0.0106398809523809,5.296354166666666,0,100.0,16.02664227964682
WeVJcjA8H5qT,High,60.57,26,1231.17,47.35269230769231,0.0505488782051282,4.319779647435897,0,92.3076923076923,73.20028915584362
s2EM4f82OSX6,High,62.33,5,1205.12,241.024,0.0165393518518518,4.616539351851852,0,100.0,11.518355018587362
XuVuE3mRCE5g,High,50.9,2,1201.99,600.995,0.3447453703703703,6.8447453703703705,0,100.0,1.2986796895148878
67q38x7OSuqQ,High,52.93,5,1200.97,240.194,0.4017407407407408,5.001740740740741,0,100.0,16.9079993671782
