seller_id,prediction,order_count,avg_processing_time,avg_delivery_days,total_sales,avg_order_value,on_time_delivery_rate,performance_cluster
s2EM4f82OSX6,0,5,0.0,5.0,1205.12,241.02399999999997,0.85,1
MMZwzUQNh2jY,0,34,0.5,5.0,62998.58,1852.899411764706,0.85,1
qyQQBBHPmKZe,0,6,0.3333333333333333,5.0,1459.7500000000002,243.2916666666667,0.85,1
83mxmvg5Z1d6,0,6,0.0,5.0,2294.66,382.4433333333333,0.85,1
sK0zZtP1IXlv,0,14,0.21428571428571427,5.0,3218.1000000000004,229.86428571428573,0.85,1
0cN5BVsfhFQY,0,1,0.0,5.0,692.0,692.0,0.85,1
xjBODSeGDPU0,1,2,2.0,5.0,217.29,108.645,0.85,2
E0aThuuQ35kv,0,1,0.0,5.0,78.0,78.0,0.85,1
bBHnz1kd1Z8f,0,11,0.7272727272727273,5.0,3959.46,359.9509090909091,0.85,1
bTIuGL6fp4JK,0,1,0.0,5.0,29.87,29.87,0.85,1
22EFCx8qJf8Y,0,2,0.0,5.0,124.84,62.42,0.85,1
DSbke69dIenM,0,1,0.0,5.0,15.27,15.27,0.85,1
3DUW3hZcul9u,0,2,0.5,5.0,88.42,44.21,0.85,1
KTXZHZEEbkhs,0,1,0.0,5.0,245.99,245.99,0.85,1
lZI4D3uoNkps,0,2,0.5,5.0,41.34,20.67,0.85,1
JLF8mM1eJEXW,0,1,0.0,5.0,125.46,125.46,0.85,1
v7G7eofHPEkh,0,1,0.0,5.0,639.9,639.9,0.85,1
EqPcJSwcfSMn,0,2367,0.3113645965356992,5.0,217811.91000000125,92.02024081115388,0.85,1
Djfhy4pnkKOC,0,1325,0.6233962264150943,5.0,423897.2000000012,319.9224150943405,0.85,1
R7nUkxgwW9FO,0,204,0.12254901960784313,5.0,24603.93999999994,120.60754901960755,0.85,1
zhKBSmYNDuJd,0,291,0.44673539518900346,5.0,217581.93999999942,747.7042611683829,0.85,1
ZNVgXvCvMqkS,0,2676,0.3396860986547085,5.0,602274.3999999919,225.06517189835273,0.85,1
AtrLVfFKyuAA,0,108,0.49074074074074076,5.0,25671.390000000036,237.6980555555559,0.85,1
2cg7E5j1pzxq,0,563,0.4404973357015986,5.0,96237.49999999985,170.93694493783278,0.85,1
XURInBuULfIO,0,17,0.9411764705882353,5.0,2192.669999999999,128.98058823529408,0.85,1
y2wUonMtvOnt,0,90,0.6,5.0,47106.42999999999,523.4047777777777,0.85,1
lbmduirZT5rh,0,388,0.36855670103092786,5.0,107513.7399999998,277.0972680412366,0.85,1
zxuW3NHLZsHD,0,28,0.25,5.0,13182.080000000002,470.7885714285715,0.85,1
Ld5BbJbgEpJp,0,54,0.42592592592592593,5.0,46756.179999999986,865.855185185185,0.85,1
73df1KlToIGL,0,2,0.0,5.0,84.59,42.295,0.85,1
6ZoklTqvELug,0,12,0.5833333333333334,5.0,1021.1400000000001,85.09500000000001,0.85,1
rkyYwbuaxrJa,0,26,1.1538461538461537,5.0,4830.249999999997,185.77884615384605,0.85,1
EnLCs79ZVMmJ,0,1,1.0,5.0,406.05,406.05,0.85,1
sn1PuN9Qg9Ip,1,31,1.6774193548387097,5.0,6183.41,199.46483870967742,0.85,2
QsFkbwYRegFr,0,4,0.5,5.0,346.66999999999996,86.66749999999999,0.85,1
HaKdnG3iq1qe,0,4,0.25,5.0,847.5699999999999,211.89249999999998,0.85,1
RpArfJqUEmTZ,0,1,0.0,5.0,79.8,79.8,0.85,1
ZB0gGj8Ept17,0,10,0.0,5.0,289.51000000000005,28.951000000000004,0.85,1
Bx9naOL7SRcB,0,1,0.0,5.0,94.19,94.19,0.85,1
ZVXUymN4HfSa,0,5,0.0,5.0,997.4200000000001,199.484,0.85,1
IXsSqq2RGNrk,0,1,0.0,5.0,54.95,54.95,0.85,1
SZk8twZ2qcP7,0,2,0.5,5.0,62.0,31.0,0.85,1
8orrIjrZbZe0,0,1,0.0,5.0,82.91,82.91,0.85,1
MMuhV6f1bdao,0,2,1.0,5.0,896.99,448.495,0.85,1
GTlQhYWXRnN0,1,1,3.0,5.0,81.56,81.56,0.85,2
fpNoI3hMuG2z,0,1,0.0,5.0,820.05,820.05,0.85,1
MP2RIpXiKk5o,0,1,0.0,5.0,69.86,69.86,0.85,1
SZ3mn0pGelM8,0,17,0.058823529411764705,5.0,3729.4000000000005,219.37647058823532,0.85,1
DHOPtCppeECW,0,342,0.935672514619883,5.0,91276.47000000007,266.89026315789494,0.85,1
fLkrsm0c0gUu,0,11,0.2727272727272727,5.0,1537.03,139.73,0.85,1
fBHtndjqwueV,0,108,0.1111111111111111,5.0,20751.619999999977,192.1446296296294,0.85,1
3EIRvF91uvoZ,0,259,0.0,5.0,716921.0300000034,2768.034864864878,0.85,1
CiTOK0olTIrn,0,2,0.0,5.0,360.28,180.14,0.85,1
9T57uT5NnFAO,0,10,0.2,5.0,1149.49,114.949,0.85,1
WGRSiLxyP8MC,0,5,0.8,5.0,1143.4,228.68,0.85,1
kKj31QXbRuZO,0,25,0.24,5.0,2587.5499999999997,103.502,0.85,1
9I5hboJXGNtG,0,14,0.5714285714285714,5.0,4052.6899999999996,289.4778571428571,0.85,1
3FRwW3adXzn7,0,29,0.8275862068965517,5.0,19076.9,657.8241379310346,0.85,1
YGV7ICb6PO2F,0,1,0.0,5.0,459.0,459.0,0.85,1
WAFDXNGhMvsq,0,1,1.0,5.0,45.4,45.4,0.85,1
hGmjdb3xJkjN,1,1,2.0,5.0,189.99,189.99,0.85,2
uTIAEgmMz9UK,0,37,0.4594594594594595,5.0,26220.419999999995,708.6599999999999,0.85,1
iWauTrXMHWub,0,2,0.0,5.0,564.76,282.38,0.85,1
i6T2kY6bQTHo,0,4,0.25,5.0,1010.04,252.51,0.85,1
HiCtF8ljWOX1,0,4,0.0,5.0,683.2,170.8,0.85,1
ZZBnQ9MuqycZ,0,10,0.1,5.0,1617.9,161.79000000000002,0.85,1
fFyCIrM3XyAL,0,1,0.0,5.0,100.0,100.0,0.85,1
6JPlPJWfcoxj,0,2,0.0,5.0,150.5,75.25,0.85,1
WbcUgq3qr5qe,0,1,0.0,5.0,849.5,849.5,0.85,1
rfjHI1JPwGTw,1,2,2.5,5.0,643.2,321.6,0.85,2
RNBdBKsXebna,0,115,0.6956521739130435,5.0,13634.909999999994,118.56443478260864,0.85,1
ruq0u2ZpAMDr,0,6026,0.5328576169930302,5.0,2427198.2900000047,402.78763524726264,0.85,1
KO5ZAQ5NWsGp,0,132,0.5,5.0,16252.030000000015,123.12143939393951,0.85,1
6F1OutNfSmRE,0,29,0.7241379310344828,5.0,12336.039999999999,425.3806896551724,0.85,1
RYfITjCUelsn,0,10,0.0,5.0,6662.12,666.212,0.85,1
0IrmNDkZ8lJi,0,534,0.6666666666666666,5.0,105018.26000000078,196.66340823970182,0.85,1
W4vKCv0p63wK,0,90,0.15555555555555556,5.0,34292.83000000002,381.03144444444473,0.85,1
uU48QiTN5rwG,1,5,3.2,5.0,421.56,84.312,0.85,2
WPPn7m3D0d3X,0,12,0.5,5.0,6234.679999999999,519.5566666666666,0.85,1
OqWeyYk16t3L,0,4,0.25,5.0,726.6700000000001,181.66750000000002,0.85,1
4YcgcZ3R8f8q,0,128,0.0625,5.0,41286.63999999997,322.55187499999977,0.85,1
QE9wiuh5KNOG,0,2,0.5,5.0,239.7,119.85,0.85,1
2a51UHcJkdrn,0,181,0.3701657458563536,5.0,105862.89000000026,584.8778453038689,0.85,1
zVIBQkWGheJR,1,198,1.4494949494949494,5.0,62295.58000000015,314.6241414141422,0.85,2
BxFCXjoY4962,0,88,0.6477272727272727,5.0,22261.19,252.96806818181815,0.85,1
VJ5Szmsf2dUQ,0,47,0.1702127659574468,5.0,19613.72000000001,417.3131914893619,0.85,1
7lyNcFhIeFb8,1,14,1.5714285714285714,5.0,1305.97,93.28357142857143,0.85,2
DXEUTLuphyfj,0,32,0.03125,5.0,8677.919999999998,271.18499999999995,0.85,1
FA3dyMVqpbKV,1,10,1.4,5.0,2183.0299999999997,218.30299999999997,0.85,2
XKEYcualTYnU,0,14,0.21428571428571427,5.0,4270.41,305.0292857142857,0.85,1
hW0hOWn1bvpH,0,12,0.6666666666666666,5.0,2094.03,174.50250000000003,0.85,1
qxrGQWnncrge,0,10,0.0,5.0,1688.2799999999995,168.82799999999995,0.85,1
hPul3uOy9nao,0,17,0.17647058823529413,5.0,4611.19,271.2464705882353,0.85,1
2LEeO1Vk3p6w,1,6,1.5,5.0,1386.09,231.015,0.85,2
G176L7hpmqu4,1,11,1.5454545454545454,5.0,6681.38,607.3981818181818,0.85,2
U2NjPYbcZhBB,0,2,0.0,5.0,781.4,390.7,0.85,1
urKw3DCldV84,1,2,2.0,5.0,138.01,69.005,0.85,2
sm9kHqP1G8dJ,0,1,0.0,5.0,220.01,220.01,0.85,1
ZejllzzWtzzE,0,6,1.0,5.0,480.0,80.0,0.85,1
IMKAaHr2waxs,0,1,0.0,5.0,200.5,200.5,0.85,1
pGA5oEYOOhyq,0,9,0.0,5.0,340.92,37.88,0.85,1
CgZc6mfxJMmH,0,4,0.0,5.0,893.8900000000001,223.47250000000003,0.85,1
1xfHf0FSEHYm,0,3,0.3333333333333333,5.0,65.92,21.973333333333333,0.85,1
JpTrbAcU4yOd,0,1,0.0,5.0,100.0,100.0,0.85,1
SP7jtIIdnSxE,0,4,1.0,5.0,213.42000000000002,53.355000000000004,0.85,1
DaJwquLc9yW8,0,4,0.0,5.0,776.0,194.0,0.85,1
JvaeHOfhgTtB,0,1,0.0,5.0,692.0,692.0,0.85,1
jkJQtGkwQHC5,0,3,0.0,5.0,1076.4,358.8,0.85,1
ZvwsguWRvXQv,0,1,1.0,5.0,33.41,33.41,0.85,1
2jTASjIU2rIf,0,1283,0.5884645362431801,5.0,384276.0300000016,299.51366328916725,0.85,1
4x6Z2AgJ9ya3,0,95,0.6526315789473685,5.0,12661.3,133.27684210526314,0.85,1
3RErtNzohFr9,0,85,1.2,5.0,69452.32,817.0861176470589,0.85,1
eV7Woul7454D,0,887,0.47350620067643745,5.0,68682.69999999991,77.4325817361893,0.85,1
aQxHF3Xjornh,0,18,0.6666666666666666,5.0,4392.17,244.00944444444445,0.85,1
mAmnfqHkVqSt,0,287,0.6062717770034843,5.0,97923.40999999995,341.1965505226479,0.85,1
QQyTP7XcDw5H,1,10,2.2,5.0,491.44,49.144,0.85,2
CDueaV2KuYAt,0,3,0.0,5.0,799.0,266.3333333333333,0.85,1
giF7pFTrxNGV,0,28,0.8214285714285714,5.0,6833.6900000000005,244.06035714285716,0.85,1
G9dmEg7QNcWV,0,55,0.5272727272727272,5.0,31244.040000000037,568.0734545454552,0.85,1
bU7LtPLabT06,0,8,0.25,5.0,3256.75,407.09375,0.85,1
fogTUMlhLN1c,0,22,0.6818181818181818,5.0,1222.64,55.57454545454546,0.85,1
doOchGaULWzx,0,8,0.0,5.0,5536.0,692.0,0.85,1
C7ZtVkLSFyX4,0,11,0.45454545454545453,5.0,3200.3699999999994,290.9427272727272,0.85,1
oqICwZ68qVuV,0,1,0.0,5.0,193.25,193.25,0.85,1
dlSMYy5wdITn,0,11,0.9090909090909091,5.0,910.2,82.74545454545455,0.85,1
hhOK3LtAiYO1,0,13,1.2307692307692308,5.0,1631.0600000000004,125.46615384615387,0.85,1
vHQSebxkbbui,0,4,0.0,5.0,445.08,111.27,0.85,1
iXOkP9YYXcul,0,1,0.0,5.0,2899.0,2899.0,0.85,1
tjQoWRViCft1,0,1,0.0,5.0,136.94,136.94,0.85,1
3cKyVacxuXai,1,5,2.0,5.0,13445.0,2689.0,0.85,2
4RCDmhw2Wb3Z,1,1,2.0,5.0,125.46,125.46,0.85,2
oLxQJjsl8sq9,0,4,0.0,5.0,2128.9700000000003,532.2425000000001,0.85,1
fP9o7XlZOQlr,0,1,0.0,5.0,518.18,518.18,0.85,1
iAF0NxaypyZB,0,3,0.3333333333333333,5.0,1280.8200000000002,426.94000000000005,0.85,1
9IoQ4CUO45Pc,0,65,0.8307692307692308,5.0,39875.97000000006,613.4764615384624,0.85,1
QVo9EUjjuncJ,0,485,0.334020618556701,5.0,62052.490000000194,127.94327835051587,0.85,1
YyL84Vm0srCc,0,12,0.4166666666666667,5.0,2838.8699999999994,236.57249999999996,0.85,1
V5WynwQkZECV,0,64,0.453125,5.0,58664.28000000002,916.6293750000003,0.85,1
FlYmRQLYPlRf,0,62,0.532258064516129,5.0,13196.099999999995,212.84032258064508,0.85,1
UCvDcxgDaMv5,0,8,0.0,5.0,4227.7699999999995,528.4712499999999,0.85,1
HUKv8bRAKbDT,0,2,0.0,5.0,1403.15,701.575,0.85,1
D7NzEafaOeCX,0,4,1.0,5.0,2337.6,584.4,0.85,1
vuQ7MTHedI0Y,0,3,0.3333333333333333,5.0,834.36,278.12,0.85,1
OoJciRFWwpT5,1,1,2.0,5.0,116.99,116.99,0.85,2
NCxa41d87DaT,0,4,0.0,5.0,226.8,56.7,0.85,1
4AOIFgKRuIJD,0,5,0.0,5.0,284.95,56.989999999999995,0.85,1
YK8mGIasT7vO,0,1,0.0,5.0,39.58,39.58,0.85,1
bGQSS3g7jIX1,0,1,0.0,5.0,586.0,586.0,0.85,1
5vafBVVEdnjw,0,8,0.75,5.0,1414.55,176.81875,0.85,1
PIXyQP34ZMBS,0,1,0.0,5.0,723.74,723.74,0.85,1
A1tryTmY5bA8,0,1,1.0,5.0,615.52,615.52,0.85,1
YWrRrmqn7vbm,0,12,0.5833333333333334,5.0,2960.2100000000005,246.6841666666667,0.85,1
wieAWPlzjuX4,0,1,1.0,5.0,304.91,304.91,0.85,1
LIriB2ONZxnZ,0,1,0.0,5.0,189.72,189.72,0.85,1
gcq65q3GuyXx,0,1,0.0,5.0,121.97,121.97,0.85,1
RWwV4zYz5lSI,0,3,0.3333333333333333,5.0,635.8,211.9333333333333,0.85,1
w8sp9xWrYYbK,0,1,0.0,5.0,127.77,127.77,0.85,1
VRzFJY5Ghhog,0,1,0.0,5.0,48.65,48.65,0.85,1
sevytuBWdSFl,0,513,0.6300211416490487,5.0,1086522.019999999,2117.9766471734874,0.85,1
huGNV2x4UcKV,0,9,0.0,5.0,1313.91,145.99,0.85,1
8k0MN1tD94EB,0,34,0.29411764705882354,5.0,3968.9300000000003,116.73323529411766,0.85,1
RzpFh5t7yffw,0,1,0.0,5.0,195.9,195.9,0.85,1
Hk6sj228ERfx,0,35,0.45714285714285713,5.0,24604.75,702.9928571428571,0.85,1
Z9S5GRwNEfwa,0,212,0.3490566037735849,5.0,13847.319999999972,65.31754716981119,0.85,1
wHLrHzu1U5IX,0,130,0.4461538461538462,5.0,22419.500000000055,172.45769230769272,0.85,1
G0dn1THyQchj,0,102,0.7058823529411765,5.0,13982.649999999983,137.08480392156847,0.85,1
Fgd3W7Ty79iP,0,1,0.0,5.0,44.95,44.95,0.85,1
kJvcMhxlidQC,0,5,0.2,5.0,655.0799999999999,131.016,0.85,1
xE2az4wcW84F,0,1,0.0,5.0,106.74,106.74,0.85,1
p5XD2Qh1ZGwx,0,61,0.5245901639344263,5.0,7142.099999999999,117.08360655737704,0.85,1
5elnJdwvGA8Z,0,4,0.0,5.0,13599.96,3399.99,0.85,1
XVejNRMm5J0A,0,4,1.0,5.0,3028.6,757.15,0.85,1
MKi0mV44Muyo,1,1,3.0,5.0,61.6,61.6,0.85,2
mwGJ72vS4HBC,0,1,0.0,5.0,164.98,164.98,0.85,1
ux1d7N0zioFv,0,205,0.7560975609756098,5.0,26497.569999999985,129.25643902439018,0.85,1
QNwKKOA9Ndbm,0,77,0.4935064935064935,5.0,27205.450000000015,353.31753246753266,0.85,1
YlP5976VHgAM,0,440,0.3840909090909091,5.0,90333.23000000037,205.3027954545463,0.85,1
dPgh591KNQAz,0,31,0.22580645161290322,5.0,1889.969999999999,60.96677419354835,0.85,1
xeWVu6d99qTQ,0,394,0.7030456852791879,5.0,72448.79000000018,183.8801776649751,0.85,1
s9PULoMk80qE,0,1715,0.47580174927113705,5.0,260015.93000000578,151.61278717201503,0.85,1
8Uk8MQODAOK3,0,29,0.41379310344827586,5.0,6761.320000000001,233.1489655172414,0.85,1
Mhg6gqpiKkO7,0,3442,0.600232423009878,5.0,824157.9100000025,239.44157757118026,0.85,1
A9nE56wbxNgP,0,21,0.47619047619047616,5.0,2315.5900000000006,110.2661904761905,0.85,1
WmtMR3pMZ4JQ,0,61,0.7868852459016393,5.0,36748.07000000001,602.4273770491804,0.85,1
DLmM2DglrH5g,0,2,0.5,5.0,972.54,486.27,0.85,1
7pI0ZQxnrLSy,0,150,0.44,5.0,48112.209999999985,320.74806666666655,0.85,1
iyQFR65ri5BK,0,5,1.2,5.0,188.6,37.72,0.85,1
TWiqmuseylME,0,26,1.1923076923076923,5.0,3513.380000000002,135.13000000000008,0.85,1
w2w6JGL2qELj,0,11,0.2727272727272727,5.0,1493.35,135.7590909090909,0.85,1
tib7D3LHQcu4,0,2,0.0,5.0,1998.78,999.39,0.85,1
kuf0AKEb35Ae,0,152,1.2105263157894737,5.0,55957.20000000014,368.13947368421145,0.85,1
4DUiDncGQsrX,0,25,0.0,5.0,2837.2499999999986,113.48999999999995,0.85,1
PQrAggggGihm,0,1,0.0,5.0,517.65,517.65,0.85,1
bH7sjEUKCvU0,0,1,0.0,5.0,50.1,50.1,0.85,1
8yd5ua5liXsq,0,8,0.0,5.0,3050.5099999999993,381.3137499999999,0.85,1
lKXa4tTnGwHe,0,12,0.25,5.0,5195.159999999998,432.92999999999984,0.85,1
mjHien0dmjP0,0,1,0.0,5.0,116.11,116.11,0.85,1
n3xQr5wHpHRX,0,1,0.0,5.0,24.79,24.79,0.85,1
d3hD2l5b2Xy8,0,2,1.0,5.0,604.49,302.245,0.85,1
YMrGxrx6sgcK,0,4,0.5,5.0,2520.0,630.0,0.85,1
exQTAqR0Ct19,0,2,0.5,5.0,949.51,474.755,0.85,1
f9ZjTvStsXQw,0,104,0.5192307692307693,5.0,45471.43,437.22528846153847,0.85,1
IEyfJqBLbCtG,0,74,0.6891891891891891,5.0,33839.760000000024,457.29405405405436,0.85,1
Ivbw25fb5t2Z,0,246,0.4715447154471545,5.0,130010.38000000038,528.4974796747983,0.85,1
p7zV0UTQOu6w,0,19,0.47368421052631576,5.0,3054.6600000000008,160.77157894736845,0.85,1
uVKVCckRTJIo,1,10,2.4,5.0,5099.899999999999,509.9899999999999,0.85,2
zYaXg5ZyZBmH,0,16,0.25,5.0,8709.27,544.329375,0.85,1
rCgkhyqKQ2Fw,0,5,0.2,5.0,604.8499999999999,120.96999999999998,0.85,1
hhlC2vjXWjxZ,1,18,2.2222222222222223,5.0,5123.060000000001,284.61444444444453,0.85,2
bgTagPNdPdef,0,9,0.0,5.0,1335.72,148.41333333333333,0.85,1
9FtIwdXQUWIz,0,7,0.42857142857142855,5.0,1804.6800000000003,257.8114285714286,0.85,1
xbN5skgn2okE,0,2,0.0,5.0,194.39,97.195,0.85,1
5UXegtTbMc0Y,0,1,0.0,5.0,4099.99,4099.99,0.85,1
hG17tIYyHJjh,0,3,0.0,5.0,197.70000000000002,65.9,0.85,1
gcS6z6tG7R40,1,1,3.0,5.0,115.52,115.52,0.85,2
fzfPQROCES3m,0,4,0.0,5.0,133.64,33.41,0.85,1
TfQFap6WIGJ2,1,1,2.0,5.0,68.1,68.1,0.85,2
kwsn7oZxQHDl,0,1,0.0,5.0,169.99,169.99,0.85,1
quG8uCw6Dg4K,0,1,0.0,5.0,24.79,24.79,0.85,1
bNCLRjh6FYNu,0,43,0.4418604651162791,5.0,13949.979999999998,324.41813953488366,0.85,1
TiR7Z1vu8RZu,0,55,0.9090909090909091,5.0,27330.319999999978,496.9149090909087,0.85,1
UosUAuHHGEiD,0,7,0.5714285714285714,5.0,4114.469999999999,587.7814285714285,0.85,1
v7C619QzbXVy,0,175,0.6228571428571429,5.0,53418.25999999995,305.24719999999974,0.85,1
zPSCpHFnSfys,0,745,0.3006711409395973,5.0,79697.0500000002,106.97590604026874,0.85,1
0la80NIAHNZZ,0,54,0.5185185185185185,5.0,10202.149999999989,188.9287037037035,0.85,1
KrvM3dLbJrG6,0,10,0.0,5.0,686.5500000000002,68.65500000000002,0.85,1
qCHSDvxdESyG,0,2,0.0,5.0,1490.0,745.0,0.85,1
wdOTtCDSlUbO,0,71,0.4507042253521127,5.0,6989.520000000002,98.44394366197186,0.85,1
qlWrFf4tJjSk,0,57,0.12280701754385964,5.0,10807.809999999994,189.61070175438587,0.85,1
e174bRL5ZXBw,0,19,0.9473684210526315,5.0,4208.270000000001,221.48789473684218,0.85,1
7aCGgNx3FvdH,0,101,1.0891089108910892,5.0,20452.49000000001,202.4999009900991,0.85,1
V15yYSGTt7kt,0,35,0.2571428571428571,5.0,6384.250000000001,182.40714285714287,0.85,1
uKEC58QgXMmM,0,1,0.0,5.0,389.89,389.89,0.85,1
3GcgZEGJenJQ,1,1,2.0,5.0,116.11,116.11,0.85,2
qmuXHRRKXLbt,0,3,1.0,5.0,529.99,176.66333333333333,0.85,1
1zSHBJSCVq6l,0,11,0.2727272727272727,5.0,3730.6800000000003,339.1527272727273,0.85,1
AbNw2V2UIRH7,0,1,0.0,5.0,222.98,222.98,0.85,1
WIbBCDW83QDl,0,9,0.4444444444444444,5.0,4991.960000000001,554.6622222222223,0.85,1
mZEZZ5pOqT3J,0,1,0.0,5.0,22.3,22.3,0.85,1
fHrsJIRCjuec,0,5,0.6,5.0,1843.4899999999998,368.698,0.85,1
NYfzRNv6y77n,0,2,0.0,5.0,526.8,263.4,0.85,1
bx20lr3XvSUg,0,9,0.6666666666666666,5.0,2526.419999999999,280.71333333333325,0.85,1
FK2H07El9Hpr,0,2,0.0,5.0,207.57999999999998,103.78999999999999,0.85,1
3e9JGBdDRF6C,0,11,0.2727272727272727,5.0,3875.2999999999997,352.29999999999995,0.85,1
yKLv906bPfTs,0,184,0.9347826086956522,5.0,273651.50999999966,1487.2364673913025,0.85,1
BGPWBRIq3VJB,0,833,0.45018007202881155,5.0,177103.58999999956,212.60935174069576,0.85,1
7qJpsaaCZOk2,0,1205,0.6721991701244814,5.0,216097.71000000156,179.33419917012577,0.85,1
ZFqfQo19ObiI,0,17,0.17647058823529413,5.0,3914.7299999999996,230.27823529411762,0.85,1
ek7MaeGx3Sqc,0,1,0.0,5.0,148.5,148.5,0.85,1
QaFphUAb15RL,0,117,0.452991452991453,5.0,38894.70999999998,332.4334188034186,0.85,1
OJup3lM1xXRR,0,4,0.25,5.0,933.37,233.3425,0.85,1
2RAomcA7MaVK,0,35,0.45714285714285713,5.0,8792.98,251.22799999999998,0.85,1
5YpZRhwM0e0V,0,70,0.2714285714285714,5.0,33225.01000000002,474.64300000000026,0.85,1
gBgHBTMHA7Lo,0,19,0.5263157894736842,5.0,24563.130000000016,1292.7963157894744,0.85,1
nOpV5DDruGvj,0,267,0.8913857677902621,5.0,78009.36999999991,292.1699250936326,0.85,1
TtTd2zmwbxLD,0,5,0.4,5.0,735.6800000000001,147.13600000000002,0.85,1
Kvozkx4dDVxL,0,1434,0.17782426778242677,5.0,587072.2300000028,409.39486052998797,0.85,1
B06gM7cMFTcM,0,24,0.4583333333333333,5.0,37423.44000000001,1559.3100000000004,0.85,1
gbrbp3ZLsM14,0,4,0.0,5.0,452.4,113.1,0.85,1
GzhXw6dOOJKc,0,12,0.3333333333333333,5.0,1540.38,128.365,0.85,1
WPmASwhpqDlG,0,127,0.0,5.0,4352.8200000000015,34.27417322834647,0.85,1
9Yc3gfdJ67nL,0,6,0.8333333333333334,5.0,1390.41,231.735,0.85,1
RnCQbjZzGilZ,0,2,1.0,5.0,44.84,22.42,0.85,1
pGgC36ZMWTj8,1,33,1.2424242424242424,5.0,1173.4100000000003,35.5578787878788,0.85,2
9qiA0OeCYlmh,0,5,0.0,5.0,140.01,28.002,0.85,1
HgkVlp2CMWew,0,3,0.6666666666666666,5.0,909.09,303.03000000000003,0.85,1
01xUkncqaD55,0,4,0.0,5.0,731.6,182.9,0.85,1
8cJFFEn8OPZg,0,1,0.0,5.0,229.96,229.96,0.85,1
Ju0m9Y6pHobn,0,1,0.0,5.0,879.99,879.99,0.85,1
TDqmU9GM9UMl,0,2,1.0,5.0,2353.51,1176.755,0.85,1
TWD6Ne7m1WnX,0,2,1.0,5.0,133.79,66.895,0.85,1
A64LphPIw0tx,0,1,0.0,5.0,159.9,159.9,0.85,1
pbjarz6iVadV,0,5,0.8,5.0,943.56,188.712,0.85,1
RahwCaIfXjEq,0,1,0.0,5.0,18.04,18.04,0.85,1
hemD52k06GTY,0,1,0.0,5.0,188.8,188.8,0.85,1
cM8nmqRkF30X,0,1,0.0,5.0,10.35,10.35,0.85,1
8nCo4Zb12mDs,0,56,0.23214285714285715,5.0,7060.3099999999995,126.07696428571428,0.85,1
783CRaGkNtcx,0,5,0.4,5.0,1366.9,273.38,0.85,1
oqejBC0typqo,0,221,0.502262443438914,5.0,62390.83000000003,282.3114479638011,0.85,1
DhnYfWO3PJ5F,0,323,0.4179566563467492,5.0,67758.81000000017,209.77959752322036,0.85,1
tQFHgEUSAMiP,0,188,0.5478723404255319,5.0,51658.04000000002,274.77680851063843,0.85,1
uZmzIH3dUoxi,0,17,0.058823529411764705,5.0,18669.590000000004,1098.2111764705885,0.85,1
8DI7e3b3BLAa,0,49,0.2653061224489796,5.0,30533.819999999992,623.1391836734692,0.85,1
CFIlLUwkpwqg,0,10,0.3,5.0,1108.0400000000002,110.80400000000002,0.85,1
PkVQVIBT1CUo,0,19,0.05263157894736842,5.0,1553.3800000000003,81.75684210526317,0.85,1
zYraCtH9cCVt,0,1,0.0,5.0,223.87,223.87,0.85,1
m5SOzC34vcuE,0,37,0.1891891891891892,5.0,2707.94,73.18756756756757,0.85,1
7jbSZkIw6pOe,0,226,0.20353982300884957,5.0,2488.6499999999887,11.011725663716764,0.85,1
eVS6MuExSoto,0,145,0.6,5.0,244592.80000000005,1686.8468965517245,0.85,1
8tYegY0EH9cS,0,3,0.0,5.0,274.15999999999997,91.38666666666666,0.85,1
2u7k61LiSKc4,0,166,0.09036144578313253,5.0,49831.090000000004,300.18728915662655,0.85,1
eoYO9MccUByn,0,318,0.2138364779874214,5.0,110423.35000000011,347.24323899371103,0.85,1
1DpugyRBC5sk,0,18,0.2222222222222222,5.0,7042.640000000001,391.25777777777785,0.85,1
K8wD4QezpTAh,0,7,0.7142857142857143,5.0,1520.3400000000001,217.1914285714286,0.85,1
r3yxnIw7CDkS,0,4,0.25,5.0,1009.69,252.4225,0.85,1
QEcBxg0tQry2,0,26,0.2692307692307692,5.0,19606.100000000002,754.0807692307693,0.85,1
74cOgo4ZqQNV,0,7,0.5714285714285714,5.0,4277.62,611.0885714285714,0.85,1
1ki0AcGqBuUm,0,18,0.16666666666666666,5.0,4841.170000000001,268.95388888888897,0.85,1
icKrPy3k1vHg,1,2,1.5,5.0,97.72,48.86,0.85,2
2cHLHkAXYkK5,0,1,0.0,5.0,330.0,330.0,0.85,1
3m9qtOydq06B,0,1,0.0,5.0,100.0,100.0,0.85,1
G4DJc6EMx9Rf,0,1,0.0,5.0,12.0,12.0,0.85,1
rjo6pZECXZU7,0,1,0.0,5.0,100.21,100.21,0.85,1
KOhVoZuStsq8,0,1,1.0,5.0,13.97,13.97,0.85,1
sz6I1FR4ws2U,0,9,0.5555555555555556,5.0,2609.14,289.90444444444444,0.85,1
8cMMpAAFEsxE,0,3168,0.5129419191919192,5.0,457266.4699999903,144.33916351009796,0.85,1
i2VPd2aaDnzs,0,112,0.6785714285714286,5.0,30346.180000000008,270.94803571428577,0.85,1
pfCZGQecpmVw,0,21,0.09523809523809523,5.0,2111.73,100.55857142857143,0.85,1
G5jYKFjD8qPy,0,2,0.0,5.0,250.92,125.46,0.85,1
