seller_id,prediction,order_count,avg_processing_time,avg_delivery_days,total_sales,avg_order_value,on_time_delivery_rate,performance_cluster
24tiV8NItrdt,1,2,2.0,5.0,270.69,135.345,0.85,2
WeVJcjA8H5qT,0,26,0.038461538461538464,5.0,1231.17,47.35269230769231,0.85,1
h88su6Uf3rrV,0,17,0.7647058823529411,5.0,977.38,57.49294117647059,0.85,1
GiBZiQ48BtQe,0,18,0.0,5.0,4224.769999999998,234.70944444444433,0.85,1
CFrvgcBSwbDU,1,10,1.3,5.0,5506.47,550.647,0.85,2
PDSTi0ZLH6ek,1,1,2.0,5.0,101.75,101.75,0.85,2
jiZ23QUqwV5L,1,1,3.0,5.0,190.06,190.06,0.85,2
Q4Y7IIPXNmdI,0,1,0.0,5.0,261.0,261.0,0.85,1
SCwRXazloJwH,0,3,0.6666666666666666,5.0,474.15999999999997,158.0533333333333,0.85,1
U4ORV14M2uyz,0,4,0.0,5.0,3280.2,820.05,0.85,1
ZSctzRR7BJrL,0,6,0.16666666666666666,5.0,3845.0,640.8333333333334,0.85,1
MrQ8UfIBTNlW,0,2,1.0,5.0,170.28,85.14,0.85,1
bOa7MH4amjcB,1,3,1.3333333333333333,5.0,1315.67,438.5566666666667,0.85,2
ROvrtSKN89oc,0,4,0.0,5.0,417.6,104.4,0.85,1
4dCTuSwggSGX,0,6,0.8333333333333334,5.0,222.53999999999996,37.089999999999996,0.85,1
DDYXwuSPABLs,1,1,2.0,5.0,58.1,58.1,0.85,2
R5BvKJh8KJVj,0,4,0.5,5.0,511.08,127.77,0.85,1
7cjkRTVp3uwQ,0,6,0.0,5.0,1600.6799999999998,266.78,0.85,1
0d6YEJEj6lhU,1,1,2.0,5.0,56.7,56.7,0.85,2
hZoKeLyDfoUr,0,4,0.0,5.0,400.0,100.0,0.85,1
7pSVHefSTxDD,0,1,0.0,5.0,692.0,692.0,0.85,1
iUgQqrcLIG3i,0,1,0.0,5.0,109.82,109.82,0.85,1
oMX7XDg7PCkP,0,207,0.6521739130434783,5.0,51006.619999999966,246.40879227053125,0.85,1
2EBnmKLQ6faA,1,36,1.5,5.0,963.7199999999996,26.76999999999999,0.85,2
0HbVEHMspxA1,0,179,0.5307262569832403,5.0,22407.659999999985,125.18245810055858,0.85,1
VwdyM1iPhT9K,0,51,0.35294117647058826,5.0,22056.48000000002,432.4800000000004,0.85,1
MYhFT3ON1PHI,0,85,0.011764705882352941,5.0,32841.94000000004,386.37576470588283,0.85,1
uvCIxnbb2ZRN,0,1,0.0,5.0,137.2,137.2,0.85,1
7ANVd9LVZplS,0,8,0.0,5.0,3397.08,424.635,0.85,1
WbqnELZachwq,0,3,0.0,5.0,350.82,116.94,0.85,1
c89k5Ai7pvWy,0,23,0.0,5.0,3094.2000000000016,134.53043478260878,0.85,1
gARfii6et32x,0,4,0.0,5.0,982.9000000000001,245.72500000000002,0.85,1
EEI4YCtw3bJe,0,1,0.0,5.0,181.9,181.9,0.85,1
GXGGgdIiVtUt,0,20,0.6,5.0,1225.8800000000006,61.294000000000025,0.85,1
CysPaGRxlb8M,1,4,1.25,5.0,2745.19,686.2975,0.85,2
rdZiZfo5IvRc,0,4,0.5,5.0,2070.6,517.65,0.85,1
422TdwqYOWdw,0,2,0.0,5.0,189.71,94.855,0.85,1
9KANq48J6vlZ,0,2,1.0,5.0,192.31,96.155,0.85,1
blb3bhhEeHHD,1,4,2.5,5.0,531.6,132.9,0.85,2
3U2zqY4uiEc2,0,1,0.0,5.0,849.0,849.0,0.85,1
J9nFmQPlqFmE,0,6,0.0,5.0,506.40999999999997,84.40166666666666,0.85,1
kzRlSSJUWMWh,0,1,1.0,5.0,518.18,518.18,0.85,1
fqy45NqCEsmb,0,1,0.0,5.0,531.9,531.9,0.85,1
yeTUTSVMbguq,0,1,0.0,5.0,13.9,13.9,0.85,1
ybyo9n2cutPG,0,4,1.0,5.0,389.76,97.44,0.85,1
HvzGUzKY6Y1o,1,1,3.0,5.0,109.82,109.82,0.85,2
ugrcAZo33ZJu,0,1,0.0,5.0,107.76,107.76,0.85,1
5Ja2lH0N2OZt,0,632,0.28639240506329117,5.0,379422.5599999988,600.3521518987322,0.85,1
qeM9i4J3ypy2,0,57,0.22807017543859648,5.0,11397.64,199.95859649122806,0.85,1
STj3c88kfxpu,0,70,0.38571428571428573,5.0,12310.139999999994,175.85914285714276,0.85,1
6S5BD1ybM0k0,0,82,0.6707317073170732,5.0,28384.97,346.15817073170734,0.85,1
lE80LvZqGUwx,0,2,1.0,5.0,268.46,134.23,0.85,1
izf27VOjNUCv,0,2,0.0,5.0,311.89,155.945,0.85,1
Ty2rCht628LC,0,63,0.4444444444444444,5.0,17409.649999999998,276.34365079365074,0.85,1
79i3uW0ev518,0,137,0.1678832116788321,5.0,14975.280000000017,109.30861313868625,0.85,1
dxDwXfkddQX6,0,13,0.38461538461538464,5.0,8887.54,683.6569230769231,0.85,1
migPLaZui6Op,0,6,0.16666666666666666,5.0,2314.45,385.7416666666666,0.85,1
jM0P4htO7FcM,0,2,0.0,5.0,422.9,211.45,0.85,1
CeQVeM8DRYiN,0,10,0.1,5.0,4043.5900000000006,404.35900000000004,0.85,1
zFLOC0XDleYB,0,15,1.1333333333333333,5.0,2091.91,139.46066666666667,0.85,1
qKAKNHCWTizB,0,3,0.0,5.0,221.66,73.88666666666667,0.85,1
grqcZQP7qv7W,0,4,1.0,5.0,1596.8,399.2,0.85,1
lxI2aADgrnyB,0,16,0.25,5.0,1613.8800000000006,100.86750000000004,0.85,1
mWGOk4pETZyZ,0,5,0.8,5.0,2258.99,451.79799999999994,0.85,1
ngqy134AzRGf,0,1,0.0,5.0,273.0,273.0,0.85,1
awsPZzmr6kvX,1,1,3.0,5.0,395.6,395.6,0.85,2
07gyZgJ64fE7,1,1,2.0,5.0,46.2,46.2,0.85,2
3cNydxlqQDMV,0,2,1.0,5.0,1699.0,849.5,0.85,1
WWjYWUcbiBcu,1,2,2.5,5.0,424.34,212.17,0.85,2
IjHVuwhXeBDh,0,1,0.0,5.0,849.5,849.5,0.85,1
jy8PvSNfK1rA,0,1,1.0,5.0,95.03,95.03,0.85,1
M2wsCwOrO9wy,0,1,1.0,5.0,58.19,58.19,0.85,1
H581gmQVfaCi,0,1,0.0,5.0,193.25,193.25,0.85,1
6rl1Z71HvArf,0,1,1.0,5.0,319.29,319.29,0.85,1
ynoKalx03eHF,0,16,0.5,5.0,8290.880000000001,518.1800000000001,0.85,1
y58cZren4xNt,0,94,0.1276595744680851,5.0,13192.489999999994,140.34563829787228,0.85,1
24mjkJMrK51h,0,135,0.3037037037037037,5.0,32675.780000000017,242.04281481481493,0.85,1
PrJP7ZtLapUo,0,153,0.20261437908496732,5.0,227667.5399999998,1488.0231372549006,0.85,1
N6rpW1mKL1wz,0,83,0.46987951807228917,5.0,20887.049999999996,251.65120481927707,0.85,1
Rvum5utfPG0m,0,361,0.6398891966759003,5.0,238753.60000000006,661.3673130193907,0.85,1
Hvqvzx84Y4bC,0,204,0.5735294117647058,5.0,23765.649999999885,116.49828431372492,0.85,1
1tQEjUJuOyJ8,0,426,0.3755868544600939,5.0,153777.5300000001,360.98011737089223,0.85,1
Gp2lLacVPwug,0,24,0.9583333333333334,5.0,2686.239999999999,111.92666666666662,0.85,1
cdhcscON47ip,0,12,0.16666666666666666,5.0,1364.1299999999997,113.67749999999997,0.85,1
vyrHk712CMde,0,3,0.0,5.0,386.97,128.99,0.85,1
rFOPJYyEBN4Q,0,2,0.0,5.0,1384.0,692.0,0.85,1
sdO4rR2udeZV,0,15,0.6,5.0,1257.4,83.82666666666667,0.85,1
il329eEuQSbI,0,1,0.0,5.0,358.99,358.99,0.85,1
7hEv2HCwNlHV,0,1,0.0,5.0,119.87,119.87,0.85,1
GCpOQODXyoev,0,51,0.0392156862745098,5.0,4839.690000000006,94.8958823529413,0.85,1
suRnvK8Z8DQd,0,13,0.38461538461538464,5.0,3124.35,240.33461538461538,0.85,1
SixfIXbZXuJK,0,143,1.0,5.0,26967.449999999957,188.58356643356612,0.85,1
4FPckp1t3j1n,0,16,0.125,5.0,5294.019999999999,330.8762499999999,0.85,1
BUqNP64b1AeL,0,56,0.30357142857142855,5.0,16377.769999999995,292.46017857142846,0.85,1
dQCmV6mcOXGX,0,863,0.45770567786790267,5.0,158763.38000000268,183.96683661645733,0.85,1
FBr7bTkcVwez,0,62,0.8548387096774194,5.0,13437.90999999999,216.74048387096758,0.85,1
AmYLCYoHSaZ8,0,34,0.20588235294117646,5.0,3553.530000000002,104.51558823529417,0.85,1
05nIYpVrMwiz,0,171,0.6023391812865497,5.0,73325.33999999978,428.80315789473553,0.85,1
MzglQpTRHvOK,0,32,0.3125,5.0,11451.169999999998,357.84906249999995,0.85,1
wgBH0JYtk2w6,0,2,0.0,5.0,356.11,178.055,0.85,1
wLOH5A5BKkRK,0,13,0.0,5.0,1326.15,102.01153846153846,0.85,1
An0GCUuNYd0R,1,4,2.5,5.0,1435.96,358.99,0.85,2
Q9BvUkqlp6Vc,0,36,0.7777777777777778,5.0,3567.52,99.09777777777778,0.85,1
kn4yYPtyjMnI,0,9,0.0,5.0,4589.909999999999,509.9899999999999,0.85,1
H9zNFo1KjoSp,0,13,0.07692307692307693,5.0,7526.6,578.9692307692308,0.85,1
IRFNV9diw97l,0,35,0.08571428571428572,5.0,9250.01,264.286,0.85,1
t0yO3qFuGYtr,0,8,0.0,5.0,989.29,123.66125,0.85,1
qc8HaReZKfQJ,0,4,0.5,5.0,941.1899999999999,235.29749999999999,0.85,1
71QYNy333dEu,1,1,2.0,5.0,820.0,820.0,0.85,2
LXWWcZ08ecIP,0,1,0.0,5.0,188.8,188.8,0.85,1
95IblOuCttYM,0,1,0.0,5.0,10.1,10.1,0.85,1
BOyNnuJWDDOi,0,2,0.0,5.0,276.82,138.41,0.85,1
lWQmKF3zWamC,0,1,0.0,5.0,142.14,142.14,0.85,1
6SEfGu8XEXxz,0,397,0.35516372795969775,5.0,77878.6799999997,196.16795969773224,0.85,1
vRdYN1O3TVgG,0,17,0.5294117647058824,5.0,1141.1299999999999,67.12529411764706,0.85,1
8N9xIv5B6CzS,0,33,0.6060606060606061,5.0,19954.989999999994,604.6966666666665,0.85,1
lXgFIHCZtrfT,0,20,1.05,5.0,5763.919999999999,288.19599999999997,0.85,1
vxQT8FlJeDdN,0,201,0.4427860696517413,5.0,72872.96999999999,362.5520895522387,0.85,1
3Q4DoxWsVAXa,0,313,0.4217252396166134,5.0,37773.99000000003,120.68367412140584,0.85,1
IjlpYfhUbRQs,0,84,1.0357142857142858,5.0,12072.099999999999,143.71547619047618,0.85,1
0pPOelafmUDD,0,17,0.5882352941176471,5.0,5514.909999999999,324.4064705882352,0.85,1
Es0d6f8ONsbK,0,43,0.046511627906976744,5.0,7108.849999999999,165.3220930232558,0.85,1
rHOivRao9zF1,0,11,0.6363636363636364,5.0,2313.3500000000004,210.3045454545455,0.85,1
jzgHP4GCYp8w,1,8,1.75,5.0,1463.16,182.895,0.85,2
V74ci3dl1Npa,0,6,0.0,5.0,1561.6000000000001,260.2666666666667,0.85,1
ApkMvnwdPuKt,0,12,0.5,5.0,5328.0999999999985,444.0083333333332,0.85,1
c0FcuudKIXH5,0,30,0.7666666666666667,5.0,14669.409999999998,488.98033333333325,0.85,1
wHjhi9SzdCYB,0,3,0.3333333333333333,5.0,1087.69,362.56333333333333,0.85,1
EBlT8yDwSNrA,0,1,1.0,5.0,89.1,89.1,0.85,1
M5TTad2P1tLf,0,1,0.0,5.0,509.99,509.99,0.85,1
6XDNR2n69Ce6,0,1,0.0,5.0,151.2,151.2,0.85,1
CglZaD3jlhH6,0,2,0.0,5.0,57.4,28.7,0.85,1
Zw5IqNczoZaN,0,1,0.0,5.0,52.0,52.0,0.85,1
xxZWCgN6Dj1y,0,1,0.0,5.0,115.32,115.32,0.85,1
cdFSDcrO2vCz,0,1,0.0,5.0,99.56,99.56,0.85,1
ExbkHwzqgZUH,1,1,2.0,5.0,859.99,859.99,0.85,2
tjn9TXOjEGlU,0,2699,0.7087810300111153,5.0,1019389.2600000319,377.6914635050137,0.85,1
9j92elkDUCoM,0,3,0.3333333333333333,5.0,885.75,295.25,0.85,1
dJLvQvaCyjGm,0,9,0.4444444444444444,5.0,868.4800000000002,96.4977777777778,0.85,1
YRRzoYYlcm7A,0,35,0.6285714285714286,5.0,12251.109999999999,350.03171428571426,0.85,1
0cnXhOqSeYuN,1,26,1.3461538461538463,5.0,16097.26,619.1253846153846,0.85,2
YerjZTY7wKZq,0,11,0.09090909090909091,5.0,4464.689999999999,405.880909090909,0.85,1
deIZivgltbC0,0,5,0.2,5.0,401.60999999999996,80.32199999999999,0.85,1
lDgTgJkGaleB,0,486,0.5432098765432098,5.0,167843.81,345.35763374485595,0.85,1
SMvT48CFhapp,0,10,0.0,5.0,4801.03,480.10299999999995,0.85,1
psjaOxNmyyAA,1,6,2.0,5.0,6958.0,1159.6666666666667,0.85,2
KACnCJzPlOzF,0,6,0.0,5.0,1101.29,183.54833333333332,0.85,1
OkFthMYQJf3H,0,469,1.1449893390191899,5.0,67181.00000000036,143.24307036247413,0.85,1
hsLAHkb0KCPW,0,1,0.0,5.0,14.1,14.1,0.85,1
qo7WQLcKPPIO,0,15,0.0,5.0,2081.48,138.76533333333333,0.85,1
iO41hmHOwUlR,0,3,0.6666666666666666,5.0,233.64,77.88,0.85,1
mRkPPxSh3txT,0,1,0.0,5.0,104.7,104.7,0.85,1
5PPSa4BKuN4P,0,5,0.6,5.0,1365.12,273.024,0.85,1
Rmpe2RtJYyuw,0,5,0.8,5.0,1255.3799999999999,251.07599999999996,0.85,1
TTC7gLTt2cie,0,1,0.0,5.0,779.9,779.9,0.85,1
qP9aNPzN5wby,0,1,0.0,5.0,38.48,38.48,0.85,1
fPOuKYyDAeQN,0,3,0.0,5.0,3297.7799999999997,1099.26,0.85,1
ivz1W8ihLfnw,0,1,0.0,5.0,122.3,122.3,0.85,1
58oyoNP1FEmT,0,1,0.0,5.0,134.57,134.57,0.85,1
ZYmjXZzv1NVS,0,4,0.0,5.0,2480.4,620.1,0.85,1
ShJbjTW0ZGor,0,229,0.5240174672489083,5.0,24737.579999999998,108.02436681222707,0.85,1
yxfgQLIrpHFD,0,143,0.4195804195804196,5.0,18003.77999999995,125.9005594405591,0.85,1
EwsohIZnIdjV,0,7,0.7142857142857143,5.0,4999.13,714.1614285714286,0.85,1
dUWPybHlml7C,0,3,0.0,5.0,1691.04,563.68,0.85,1
0kd4nvPqfBUC,0,23,0.2608695652173913,5.0,1929.900000000001,83.90869565217396,0.85,1
YUyDSmEeROvj,0,38,0.07894736842105263,5.0,8942.499999999998,235.328947368421,0.85,1
Ca5nxBk8JH5Q,0,5,0.4,5.0,617.55,123.50999999999999,0.85,1
ox9BSgKv6wuR,0,9,0.6666666666666666,5.0,1946.7700000000002,216.3077777777778,0.85,1
KYwIW08hW1vN,0,5,0.0,5.0,571.0699999999999,114.21399999999998,0.85,1
7IbYDg6GDP4I,1,174,1.4655172413793103,5.0,127189.8900000003,730.9763793103466,0.85,2
Xuc12twC4Fsy,0,19,0.0,5.0,953.7799999999999,50.198947368421045,0.85,1
vSZb7TLiRrtf,0,19,0.21052631578947367,5.0,2349.33,123.64894736842105,0.85,1
2TA7iMcIqrnd,0,3,0.0,5.0,200.19,66.73,0.85,1
2ggc1jBZayiA,0,1,1.0,5.0,252.99,252.99,0.85,1
6MiWj2HWq9eD,0,15,1.0,5.0,8003.300000000001,533.5533333333334,0.85,1
l9QnrxMcO4tI,0,9,1.0,5.0,1443.2,160.35555555555555,0.85,1
3jC10JF4xtfp,0,4,0.25,5.0,1207.79,301.9475,0.85,1
X9worAU2HZKz,0,3,0.3333333333333333,5.0,521.85,173.95000000000002,0.85,1
mkjcRkiAxjGo,0,4,0.0,5.0,419.2,104.8,0.85,1
3saCm8JsQUeq,0,5,1.0,5.0,1018.9099999999999,203.78199999999998,0.85,1
u6al8Rr2InbX,0,1,0.0,5.0,60.09,60.09,0.85,1
QfFj9NCYpfLN,0,1,0.0,5.0,509.99,509.99,0.85,1
fWvA9nPGQrLu,0,1,0.0,5.0,147.01,147.01,0.85,1
vlLUp3U56e8x,0,4176,0.40349616858237547,5.0,473197.08000001486,113.31347701149781,0.85,1
JcRdnPnWEDp7,1,116,2.043103448275862,5.0,55579.77000000002,479.13594827586223,0.85,2
xadaQcJkLTmF,0,170,0.6882352941176471,5.0,84287.8500000001,495.81088235294175,0.85,1
hLW5pG3JWHbF,0,72,0.09722222222222222,5.0,9747.760000000006,135.38555555555564,0.85,1
aSRv80tpl4tj,0,41,0.2926829268292683,5.0,8195.359999999995,199.88682926829256,0.85,1
h8sR9ByBpRml,0,12,0.6666666666666666,5.0,3257.87,271.4891666666667,0.85,1
AT0BBr7IvTo6,0,3,0.3333333333333333,5.0,444.93,148.31,0.85,1
CtMaPBruHzFA,0,18,1.1176470588235294,5.0,969.3300000000004,53.85166666666669,0.85,1
nt1w9AssyxfU,0,69,0.2608695652173913,5.0,67545.96,978.9269565217393,0.85,1
87VookI9y1zr,0,16,0.5,5.0,3803.04,237.69,0.85,1
qshF6r6XRUtW,0,15,0.0,5.0,9767.8,651.1866666666666,0.85,1
OFY3n2Z2sYnV,0,4,1.0,5.0,1099.0,274.75,0.85,1
bdjI0J8M1mH9,0,4,1.0,5.0,2768.0,692.0,0.85,1
LBEoQfjEp2pO,0,1,0.0,5.0,71.8,71.8,0.85,1
Pq9pySqpTDe1,0,4,0.5,5.0,107.08,26.77,0.85,1
BM7nj0OUlDiq,0,1,1.0,5.0,179.38,179.38,0.85,1
7PCnC1zaF6zB,0,1,1.0,5.0,98.9,98.9,0.85,1
pRyQixqm2Bsq,0,1,0.0,5.0,161.55,161.55,0.85,1
BUqbhbU1CoXe,0,1,0.0,5.0,66.96,66.96,0.85,1
slyNhZRjLb0S,0,1,0.0,5.0,145.99,145.99,0.85,1
koVRnJqkhfNq,1,1,3.0,5.0,36.5,36.5,0.85,2
w9qyTFYEYrS2,0,1,0.0,5.0,129.46,129.46,0.85,1
tNJnfkCxzhmN,0,1140,0.5491228070175439,5.0,260032.13999999844,228.09836842105128,0.85,1
e77U7Zk968NA,0,81,0.7160493827160493,5.0,18745.360000000004,231.42419753086426,0.85,1
yOHHC1UUl2d5,0,4,0.75,5.0,1342.59,335.6475,0.85,1
fKDJ8j23MXgl,0,35,0.17142857142857143,5.0,8224.549999999996,234.98714285714274,0.85,1
uEFXsCQR7sKo,0,110,0.5818181818181818,5.0,23486.24000000002,213.5112727272729,0.85,1
I1tzIpbuBorJ,0,272,0.2867647058823529,5.0,83924.3700000002,308.5454779411772,0.85,1
fPCae5a96bO4,0,114,0.24561403508771928,5.0,87822.30999999992,770.3711403508765,0.85,1
Q4lnHFw86sJd,0,31,1.1612903225806452,5.0,6415.03,206.93645161290323,0.85,1
eAcHTmATevNi,0,18,0.7222222222222222,5.0,1552.1000000000001,86.22777777777779,0.85,1
Ee4IZ22aaNeX,0,85,0.3411764705882353,5.0,26619.889999999992,313.17517647058816,0.85,1
jWzS0ayv9TGf,0,26,0.0,5.0,5912.290000000003,227.39576923076933,0.85,1
dikNaTlK8yGG,0,225,0.23555555555555555,5.0,19660.61999999998,87.38053333333325,0.85,1
FsWrEqFv9trn,0,6,0.16666666666666666,5.0,4518.070000000001,753.0116666666668,0.85,1
TAkMUTMwlNUw,0,7,0.5714285714285714,5.0,365.46000000000004,52.20857142857143,0.85,1
PwwvbTLHjqnO,0,25,0.12,5.0,11455.740000000002,458.22960000000006,0.85,1
aXcw1oKsuGGH,0,40,0.65,5.0,8406.970000000001,210.17425000000003,0.85,1
k34HgvLodB3p,0,25,0.32,5.0,9633.210000000003,385.3284000000001,0.85,1
J149QTU1F34n,0,12,0.08333333333333333,5.0,597.18,49.76499999999999,0.85,1
CBHttPIplqLC,0,9,0.1111111111111111,5.0,1536.3000000000002,170.70000000000002,0.85,1
r2mysH4g4Ywp,0,5,0.0,5.0,722.48,144.496,0.85,1
ZnC4PC85pEto,0,37,1.162162162162162,5.0,3050.3200000000006,82.4410810810811,0.85,1
xOTN2uUA9YEN,0,2,1.0,5.0,832.65,416.325,0.85,1
aIlYn6Pk9NWu,0,1,1.0,5.0,18.04,18.04,0.85,1
h2vUJBA61ULk,0,6,0.16666666666666666,5.0,974.15,162.35833333333332,0.85,1
DFhFdU4CT4XR,0,1,0.0,5.0,66.99,66.99,0.85,1
9UTI47BJHoBX,0,1,1.0,5.0,31.58,31.58,0.85,1
ugjsBaL2Miry,0,3,0.0,5.0,519.29,173.09666666666666,0.85,1
R6AIEqncFTXL,0,1,0.0,5.0,79.8,79.8,0.85,1
eDIK6kE1oLyc,1,2,2.5,5.0,846.95,423.475,0.85,2
mf4SozEyYXbc,0,1,0.0,5.0,304.99,304.99,0.85,1
0Mzbc3aACMOQ,0,21592,0.46554279362726936,5.0,3698715.9899999336,171.30029594293876,0.85,1
1D2cEU39QPD6,0,361,0.42382271468144045,5.0,163236.27999999828,452.1780609418235,0.85,1
mkwtJazHrB4K,0,7,1.0,5.0,1085.85,155.12142857142857,0.85,1
cI3QJr02aUmP,1,1,2.0,5.0,395.6,395.6,0.85,2
pvPUSlPc9wyn,0,37,0.6486486486486487,5.0,4029.6100000000024,108.90837837837844,0.85,1
C5eW2c81iyeq,0,26,0.19230769230769232,5.0,1779.8999999999992,68.45769230769227,0.85,1
Lk4xXGdEifmi,0,10,0.6,5.0,521.8900000000001,52.18900000000001,0.85,1
wR4cqCClYDyY,0,27,0.14814814814814814,5.0,5007.439999999999,185.4607407407407,0.85,1
0YdJSAunKLGa,0,6,0.5,5.0,497.36,82.89333333333333,0.85,1
gAeOMBiTVhBE,0,4,0.0,5.0,171.16,42.79,0.85,1
sk8rPjqY7dwa,0,2,0.5,5.0,70.69,35.345,0.85,1
mo1wzBfzum32,0,3,0.0,5.0,309.06,103.02,0.85,1
kyCSYi9b2Der,0,1,1.0,5.0,76.9,76.9,0.85,1
QKhFujoB8zi3,0,1,0.0,5.0,220.99,220.99,0.85,1
b3SoewU6xyeZ,0,1,0.0,5.0,319.29,319.29,0.85,1
qZnjRjMN3HSc,0,1,0.0,5.0,344.0,344.0,0.85,1
WrZzQmQptKqF,0,1,0.0,5.0,280.0,280.0,0.85,1
OfafuCsnlLjb,0,236,0.3432203389830508,5.0,120357.64000000048,509.99000000000206,0.85,1
RKad98cTxhSb,0,32391,0.5029792226235683,5.0,6496081.540000724,200.55205273071914,0.85,1
cUodQhgpRajF,0,231,0.5497835497835498,5.0,76438.89999999982,330.90432900432825,0.85,1
av5Z5qCPm4CE,0,54,0.2777777777777778,5.0,25304.420000000013,468.6003703703706,0.85,1
qnplB5uiTm6l,0,288,0.3958333333333333,5.0,45202.43999999993,156.95291666666643,0.85,1
gOTm7A8UNDlQ,0,6,0.0,5.0,823.9300000000001,137.3216666666667,0.85,1
nGUM92Z4IKz7,0,105,0.6857142857142857,5.0,11101.429999999988,105.72790476190464,0.85,1
4rtH6c1PSmrF,0,231,0.3203463203463203,5.0,26416.289999999994,114.35623376623374,0.85,1
60CZvBJuXsud,0,3,0.0,5.0,1568.48,522.8266666666667,0.85,1
ZnWW0l6xqkcI,0,5,0.2,5.0,1118.92,223.78400000000002,0.85,1
QwTHQ3NRUJGs,0,201,0.32338308457711445,5.0,28654.90999999997,142.56174129353218,0.85,1
5CWsML1OpXsm,0,64,0.25,5.0,7205.369999999992,112.58390624999987,0.85,1
uWD9LoTnGKSE,0,36,0.3888888888888889,5.0,11948.140000000003,331.89277777777784,0.85,1
yltqvkLskQa3,0,198,0.4292929292929293,5.0,98023.68000000001,495.06909090909096,0.85,1
bJRsqXQnq2OL,0,21,0.2857142857142857,5.0,9096.370000000006,433.1604761904765,0.85,1
dMexwA29nwol,0,2,0.5,5.0,270.8,135.4,0.85,1
vvOFn1OmHHqU,0,9,0.6666666666666666,5.0,3509.0099999999993,389.88999999999993,0.85,1
QL8dwGX89Ml9,0,22,0.22727272727272727,5.0,6396.579999999998,290.7536363636363,0.85,1
9eiGrBloSidm,0,11,1.0,5.0,1310.7,119.15454545454546,0.85,1
FW74VEWWbB6y,0,16,0.9375,5.0,9865.479999999998,616.5924999999999,0.85,1
ofUVXpojTbjD,0,6,0.16666666666666666,5.0,4971.59,828.5983333333334,0.85,1
CG5D2JqWFb9a,0,7,0.0,5.0,4850.12,692.8742857142857,0.85,1
enw2ldrRf6tL,0,1,0.0,5.0,399.2,399.2,0.85,1
gykqvS4Qq9Sq,0,4,0.0,5.0,151.36,37.84,0.85,1
jwIWdBXPnQgF,0,1,1.0,5.0,23.1,23.1,0.85,1
XtMe6nOWLmYg,0,5,0.6,5.0,163.0,32.6,0.85,1
QQ3QIAGssBWS,0,3,1.0,5.0,3084.0,1028.0,0.85,1
6sxwOP5ZryfM,0,17,0.0,5.0,13163.689999999995,774.3347058823526,0.85,1
WJRLMLfPKbsX,0,16,0.5,5.0,11072.0,692.0,0.85,1
3vJjXqgh2x7U,0,1,0.0,5.0,222.98,222.98,0.85,1
4cJY064rRFhL,0,6125,0.8297142857142857,5.0,808864.6000000264,132.05952653061655,0.85,1
QJqtwyqcLSPb,0,43,0.8837209302325582,5.0,7339.030000000001,170.67511627906978,0.85,1
gZNUk3SQbftd,0,28,0.42857142857142855,5.0,4270.1,152.50357142857143,0.85,1
lfRV5qiPQJXi,0,414,0.5917874396135265,5.0,78643.8200000007,189.96091787439784,0.85,1
J3sihYKZ7eem,0,37,0.4864864864864865,5.0,13593.199999999988,367.3837837837835,0.85,1
LA88X5ikfeVf,0,26,0.38461538461538464,5.0,7210.530000000001,277.32807692307694,0.85,1
Ko3LWNo5BK3H,0,79,0.6582278481012658,5.0,36481.46000000004,461.79063291139295,0.85,1
77p2EYxcM9MD,0,60,0.7333333333333333,5.0,11907.889999999996,198.46483333333327,0.85,1
KFJGwhHx3FJX,0,3,0.3333333333333333,5.0,909.12,303.04,0.85,1
B025lNndXwWx,0,2,0.0,5.0,766.29,383.145,0.85,1
VPwNYrbDJG2Z,0,9,0.1111111111111111,5.0,1966.16,218.46222222222224,0.85,1
PD3ungrnYPg2,0,8,1.0,5.0,676.48,84.56,0.85,1
mDK2nQbT0ZSq,0,1,1.0,5.0,195.9,195.9,0.85,1
PyK6VGguF6Eo,0,2,0.0,5.0,3070.0,1535.0,0.85,1
5zRxM0U0Jjbx,0,1,0.0,5.0,3399.99,3399.99,0.85,1
muu9kTYCFqMN,0,3,0.6666666666666666,5.0,479.96000000000004,159.98666666666668,0.85,1
7UiVSmi7PWFt,1,1,2.0,5.0,429.99,429.99,0.85,2
jUUYzsfti2iR,0,9,0.6666666666666666,5.0,1963.8000000000002,218.20000000000002,0.85,1
92ARezWR3qBB,0,1,0.0,5.0,125.46,125.46,0.85,1
feSQsHS8muUg,0,1,1.0,5.0,1359.9,1359.9,0.85,1
JCT2MTtOV7xs,0,1,1.0,5.0,48.99,48.99,0.85,1
9szYkGLqFg5j,1,5,1.8,5.0,760.1999999999998,152.03999999999996,0.85,2
XzBY0ohARILS,1,1,2.0,5.0,87.99,87.99,0.85,2
anthfdLJRWt3,0,1,1.0,5.0,50.21,50.21,0.85,1
2jGwpefl7X2W,0,1,1.0,5.0,399.2,399.2,0.85,1
Lf5hnr2u00Fu,0,1,0.0,5.0,150.82,150.82,0.85,1
yGbPyLPc8PmT,0,10101,0.4333234333234333,5.0,15129258.289998772,1497.798068507947,0.85,1
eCVvpO3y8lid,0,87,0.4827586206896552,5.0,22082.719999999998,253.82436781609192,0.85,1
Rfeq19yDD0ad,0,132,0.4166666666666667,5.0,29435.1,222.9931818181818,0.85,1
ESs66EAdIPaF,0,144,0.5347222222222222,5.0,58265.639999999985,404.6224999999999,0.85,1
