product_category_name,order_year,order_month,order_count,total_sales,prev_month_count,growth_rate
home_appliances,2018,7,6,659.25,35.0,-82.85714285714286
home_appliances,2018,8,3,1005.43,6.0,-50.0
home_appliances_2,2017,1,5,53.0,,
home_appliances_2,2017,7,2,386.5,5.0,-60.0
home_appliances_2,2017,8,11,1487.1999999999998,2.0,450.0
home_appliances_2,2017,10,1,399.2,11.0,-90.9090909090909
home_appliances_2,2017,11,2,386.5,1.0,100.0
home_appliances_2,2018,1,9,730.4299999999998,2.0,350.0
home_appliances_2,2018,2,27,3401.480000000002,9.0,200.0
home_appliances_2,2018,4,11,2786.98,27.0,-59.25925925925925
home_appliances_2,2018,5,5,1947.1000000000001,11.0,-54.54545454545454
home_appliances_2,2018,6,12,3555.48,5.0,140.0
home_appliances_2,2018,7,8,1018.4500000000002,12.0,-33.33333333333333
home_appliances_2,2018,8,18,5918.160000000002,8.0,125.0
home_confort,2017,4,1,45.83,,
home_confort,2017,5,6,546.72,1.0,500.0
home_confort,2017,6,6,238.49,6.0,0.0
home_confort,2017,7,2,1909.35,6.0,-66.66666666666666
home_confort,2017,8,9,2407.09,2.0,350.0
home_confort,2017,10,1,115.32,9.0,-88.88888888888889
home_confort,2018,1,3,1007.97,1.0,200.0
home_confort,2018,2,12,1863.2399999999998,3.0,300.0
home_confort,2018,4,1,128.99,12.0,-91.66666666666666
home_confort,2018,7,1,128.99,1.0,0.0
home_confort,2018,8,2,210.35,1.0,100.0
home_construction,2017,2,1,537.99,,
home_construction,2017,10,6,2069.04,1.0,500.0
home_construction,2017,11,40,5081.5599999999995,6.0,566.6666666666667
home_construction,2018,1,3,1954.54,40.0,-92.5
home_construction,2018,2,16,2381.6299999999974,3.0,433.3333333333333
home_construction,2018,3,15,4760.91,16.0,-6.25
home_construction,2018,4,32,3790.149999999996,15.0,113.33333333333333
home_construction,2018,5,8,4272.25,32.0,-75.0
home_construction,2018,6,5,383.52,8.0,-37.5
home_construction,2018,7,19,4154.9,5.0,280.0
home_construction,2018,8,4,176.96,19.0,-78.94736842105263
housewares,2016,10,15,432.29999999999995,,
housewares,2017,1,28,2069.200000000001,15.0,86.66666666666667
housewares,2017,2,40,5579.330000000001,28.0,42.857142857142854
housewares,2017,3,43,3954.439999999999,40.0,7.5
housewares,2017,4,47,9502.059999999996,43.0,9.30232558139535
housewares,2017,5,97,19537.770000000004,47.0,106.38297872340425
housewares,2017,6,82,17989.140000000003,97.0,-15.463917525773196
housewares,2017,7,129,25996.099999999948,82.0,57.3170731707317
housewares,2017,8,122,35199.98,129.0,-5.426356589147287
housewares,2017,9,100,24998.05000000002,122.0,-18.0327868852459
housewares,2017,10,84,23761.499999999978,100.0,-16.0
housewares,2017,11,143,22216.47000000001,84.0,70.23809523809523
housewares,2017,12,116,53194.65000000004,143.0,-18.88111888111888
housewares,2018,1,112,31745.00000000003,116.0,-3.4482758620689653
housewares,2018,2,158,72171.53999999996,112.0,41.07142857142857
housewares,2018,3,82,18365.92,158.0,-48.10126582278481
housewares,2018,4,210,150316.34000000003,82.0,156.09756097560975
housewares,2018,5,198,55075.07000000001,210.0,-5.714285714285714
housewares,2018,6,144,17856.199999999993,198.0,-27.27272727272727
housewares,2018,7,114,22481.510000000002,144.0,-20.833333333333336
housewares,2018,8,90,43266.80000000001,114.0,-21.052631578947366
industry_commerce_and_business,2017,2,1,159.9,,
industry_commerce_and_business,2018,2,30,15047.140000000003,1.0,2900.0
industry_commerce_and_business,2018,3,14,862.1000000000001,30.0,-53.333333333333336
industry_commerce_and_business,2018,4,22,748.0,14.0,57.14285714285714
industry_commerce_and_business,2018,5,33,1248.7200000000003,22.0,50.0
industry_commerce_and_business,2018,6,33,1248.7200000000003,33.0,0.0
industry_commerce_and_business,2018,7,1,95.0,33.0,-96.96969696969697
kitchen_dining_laundry_garden_furniture,2017,2,1,820.05,,
kitchen_dining_laundry_garden_furniture,2017,3,1,387.0,1.0,0.0
kitchen_dining_laundry_garden_furniture,2017,4,1,31.46,1.0,0.0
kitchen_dining_laundry_garden_furniture,2017,5,1,42.89,1.0,0.0
kitchen_dining_laundry_garden_furniture,2017,8,5,2268.5,1.0,400.0
kitchen_dining_laundry_garden_furniture,2017,10,1,778.0,5.0,-80.0
kitchen_dining_laundry_garden_furniture,2017,11,15,2757.8799999999997,1.0,1400.0
kitchen_dining_laundry_garden_furniture,2017,12,5,312.25,15.0,-66.66666666666666
kitchen_dining_laundry_garden_furniture,2018,1,3,1062.22,5.0,-40.0
kitchen_dining_laundry_garden_furniture,2018,2,1,60.09,3.0,-66.66666666666666
kitchen_dining_laundry_garden_furniture,2018,3,5,312.25,1.0,400.0
kitchen_dining_laundry_garden_furniture,2018,4,2,35.0,5.0,-60.0
kitchen_dining_laundry_garden_furniture,2018,6,2,142.5,2.0,0.0
kitchen_dining_laundry_garden_furniture,2018,7,3,321.88,2.0,50.0
kitchen_dining_laundry_garden_furniture,2018,8,1,509.99,3.0,-66.66666666666666
la_cuisine,2017,7,1,91.33,,
luggage_accessories,2017,2,57,20288.38,,
luggage_accessories,2017,4,1,692.0,57.0,-98.24561403508771
luggage_accessories,2017,6,20,3970.0,1.0,1900.0
luggage_accessories,2017,7,23,4080.0299999999997,20.0,15.0
luggage_accessories,2017,8,7,1399.8000000000002,23.0,-69.56521739130434
luggage_accessories,2017,9,1,107.63,7.0,-85.71428571428571
luggage_accessories,2017,10,27,4581.1900000000005,1.0,2600.0
luggage_accessories,2017,11,8,3216.5,27.0,-70.37037037037037
luggage_accessories,2017,12,17,5198.0,8.0,112.5
luggage_accessories,2018,1,14,2672.13,17.0,-17.647058823529413
luggage_accessories,2018,2,5,1064.75,14.0,-64.28571428571429
luggage_accessories,2018,3,13,6714.69,5.0,160.0
luggage_accessories,2018,4,6,6229.4,13.0,-53.84615384615385
luggage_accessories,2018,5,4,6073.75,6.0,-33.33333333333333
luggage_accessories,2018,6,5,247.95999999999998,4.0,25.0
luggage_accessories,2018,7,3,220.05,5.0,-40.0
luggage_accessories,2018,8,18,1432.6999999999998,3.0,500.0
market_place,2016,10,2,75.68,,
market_place,2017,2,13,6260.950000000002,2.0,550.0
market_place,2017,3,1,420.07,13.0,-92.3076923076923
market_place,2017,4,8,81.27999999999999,1.0,700.0
market_place,2017,5,13,8575.869999999999,8.0,62.5
market_place,2017,6,8,81.27999999999999,13.0,-38.46153846153847
market_place,2017,7,6,230.87999999999997,8.0,-25.0
market_place,2017,8,40,3726.5599999999977,6.0,566.6666666666667
market_place,2017,9,10,2083.2799999999997,40.0,-75.0
market_place,2017,10,8,2232.88,10.0,-20.0
market_place,2017,11,9,831.18,8.0,12.5
market_place,2017,12,1,399.2,9.0,-88.88888888888889
market_place,2018,1,15,3011.7000000000003,1.0,1400.0
market_place,2018,2,18,4291.589999999999,15.0,20.0
market_place,2018,3,10,1160.21,18.0,-44.44444444444444
market_place,2018,7,1,37.89,10.0,-90.0
music,2018,8,1,23.1,,
musical_instruments,2017,2,4,338.2,,
musical_instruments,2017,4,8,1273.52,4.0,100.0
musical_instruments,2017,5,2,1640.1,8.0,-75.0
musical_instruments,2017,6,3,170.67000000000002,2.0,50.0
musical_instruments,2017,7,2,88.69999999999999,3.0,-33.33333333333333
musical_instruments,2017,9,2,794.9499999999999,2.0,0.0
musical_instruments,2017,10,1,692.0,2.0,-50.0
musical_instruments,2017,11,15,2267.88,1.0,1400.0
musical_instruments,2017,12,13,1404.5000000000002,15.0,-13.333333333333334
musical_instruments,2018,1,5,3916.1899999999996,13.0,-61.53846153846154
musical_instruments,2018,2,2,569.0,5.0,-60.0
musical_instruments,2018,3,9,843.08,2.0,350.0
musical_instruments,2018,4,17,1499.4900000000005,9.0,88.88888888888889
musical_instruments,2018,5,8,4717.1,17.0,-52.94117647058824
musical_instruments,2018,6,11,4960.8099999999995,8.0,37.5
musical_instruments,2018,7,15,2278.45,11.0,36.36363636363637
musical_instruments,2018,8,3,1672.0,15.0,-80.0
office_furniture,2017,1,15,4905.0,,
office_furniture,2017,2,121,21951.73000000001,15.0,706.6666666666666
office_furniture,2017,3,47,9117.709999999997,121.0,-61.15702479338842
office_furniture,2017,4,114,96177.36000000015,47.0,142.5531914893617
office_furniture,2017,5,36,12982.960000000001,114.0,-68.42105263157895
office_furniture,2017,6,33,13935.0,36.0,-8.333333333333332
office_furniture,2017,7,40,6546.529999999994,33.0,21.21212121212121
office_furniture,2017,8,61,40152.630000000005,40.0,52.5
office_furniture,2017,9,22,5282.76,61.0,-63.934426229508205
office_furniture,2017,10,132,59493.38,22.0,500.0
office_furniture,2017,11,154,201924.49000000028,132.0,16.666666666666664
office_furniture,2017,12,21,1633.5499999999997,154.0,-86.36363636363636
office_furniture,2018,1,215,23544.000000000044,21.0,923.8095238095237
office_furniture,2018,2,266,22579.419999999907,215.0,23.72093023255814
office_furniture,2018,3,226,97449.39999999997,266.0,-15.037593984962406
office_furniture,2018,4,186,25101.989999999972,226.0,-17.699115044247787
office_furniture,2018,5,266,135495.99000000017,186.0,43.01075268817204
office_furniture,2018,6,101,13965.339999999997,266.0,-62.03007518796993
office_furniture,2018,7,72,4939.150000000003,101.0,-28.71287128712871
office_furniture,2018,8,31,1805.0699999999995,72.0,-56.94444444444444
party_supplies,2017,11,1,260.0,,
party_supplies,2018,5,1,137.88,1.0,0.0
party_supplies,2018,7,1,86.32,1.0,0.0
party_supplies,2018,8,2,448.88,1.0,100.0
perfumery,2016,10,35,3234.090000000001,,
perfumery,2017,1,4,1641.18,35.0,-88.57142857142857
perfumery,2017,2,1,692.0,4.0,-75.0
perfumery,2017,3,119,24583.479999999996,1.0,11800.0
perfumery,2017,4,69,9168.390000000009,119.0,-42.016806722689076
perfumery,2017,5,116,15304.059999999989,69.0,68.11594202898551
perfumery,2017,6,346,40469.25,116.0,198.27586206896552
perfumery,2017,7,172,20010.879999999994,346.0,-50.28901734104046
perfumery,2017,8,161,18704.269999999997,172.0,-6.395348837209303
perfumery,2017,9,413,50519.2199999998,161.0,156.52173913043478
perfumery,2017,10,408,49925.60999999985,413.0,-1.2106537530266344
perfumery,2017,11,600,79072.75999999933,408.0,47.05882352941176
perfumery,2017,12,728,101098.92999999899,600.0,21.333333333333336
perfumery,2018,1,184,21325.580000000034,728.0,-74.72527472527473
perfumery,2018,2,83,10141.910000000007,184.0,-54.891304347826086
perfumery,2018,3,115,16635.950000000033,83.0,38.55421686746988
perfumery,2018,4,68,12335.140000000007,115.0,-40.869565217391305
perfumery,2018,5,10,1663.83,68.0,-85.29411764705883
perfumery,2018,6,20,5225.690000000001,10.0,100.0
perfumery,2018,7,156,41521.38999999985,20.0,680.0
perfumery,2018,8,78,43373.459999999825,156.0,-50.0
pet_shop,2017,1,5,279.15,,
pet_shop,2017,2,14,3304.5499999999997,5.0,180.0
pet_shop,2017,3,5,279.15,14.0,-64.28571428571429
pet_shop,2017,4,20,2780.12,5.0,300.0
pet_shop,2017,5,15,3359.1600000000003,20.0,-25.0
pet_shop,2017,6,27,3914.189999999999,15.0,80.0
pet_shop,2017,7,35,6359.18,27.0,29.629629629629626
pet_shop,2017,8,54,7636.109999999999,35.0,54.285714285714285
pet_shop,2017,9,36,6986.640000000005,54.0,-33.33333333333333
pet_shop,2017,10,16,1677.1299999999997,36.0,-55.55555555555556
pet_shop,2017,11,6,2212.2,16.0,-62.5
pet_shop,2017,12,26,9179.519999999997,6.0,333.33333333333337
pet_shop,2018,1,14,1272.16,26.0,-46.15384615384615
pet_shop,2018,2,36,6501.019999999999,14.0,157.14285714285714
pet_shop,2018,3,30,10980.939999999991,36.0,-16.666666666666664
pet_shop,2018,4,47,59621.98000000005,30.0,56.666666666666664
pet_shop,2018,5,41,10174.640000000001,47.0,-12.76595744680851
pet_shop,2018,6,50,20296.949999999993,41.0,21.951219512195124
pet_shop,2018,7,53,26386.31,50.0,6.0
pet_shop,2018,8,66,40573.12000000001,53.0,24.528301886792452
signaling_and_security,2017,7,1,107.54,,
signaling_and_security,2017,11,3,479.97,1.0,200.0
signaling_and_security,2018,1,1,692.0,3.0,-66.66666666666666
signaling_and_security,2018,2,1,145.2,1.0,0.0
signaling_and_security,2018,4,4,793.68,1.0,300.0
signaling_and_security,2018,6,8,336.28,4.0,100.0
signaling_and_security,2018,7,2,896.49,8.0,-75.0
small_appliances,2017,1,1,26.77,,
small_appliances,2017,2,3,449.27,1.0,200.0
small_appliances,2017,3,14,12201.240000000002,3.0,366.66666666666663
small_appliances,2017,6,6,1637.6,14.0,-57.14285714285714
small_appliances,2017,7,4,1610.94,6.0,-33.33333333333333
small_appliances,2017,9,6,413.0,4.0,50.0
small_appliances,2017,10,3,249.38,6.0,-50.0
small_appliances,2017,11,1,9.57,3.0,-66.66666666666666
small_appliances,2017,12,6,195.32,1.0,500.0
small_appliances,2018,1,2,1028.0,6.0,-66.66666666666666
small_appliances,2018,2,3,179.0,2.0,50.0
small_appliances,2018,3,17,2468.53,3.0,466.6666666666667
small_appliances,2018,4,20,7008.709999999999,17.0,17.647058823529413
small_appliances,2018,5,23,1889.3100000000002,20.0,15.0
small_appliances,2018,6,7,4614.82,23.0,-69.56521739130434
small_appliances,2018,7,2,538.99,7.0,-71.42857142857143
small_appliances,2018,8,18,2673.5600000000004,2.0,800.0
small_appliances_home_oven_and_coffee,2017,9,1,95.74,,
small_appliances_home_oven_and_coffee,2018,3,1,320.99,1.0,0.0
small_appliances_home_oven_and_coffee,2018,4,2,139.72,1.0,100.0
small_appliances_home_oven_and_coffee,2018,5,2,93.1,2.0,0.0
small_appliances_home_oven_and_coffee,2018,7,1,218.0,2.0,-50.0
small_appliances_home_oven_and_coffee,2018,8,1,469.99,1.0,0.0
sports_leisure,2016,10,9,968.1000000000001,,
sports_leisure,2017,1,69,12827.980000000005,9.0,666.6666666666667
sports_leisure,2017,2,48,11965.140000000007,69.0,-30.434782608695656
sports_leisure,2017,3,75,14573.190000000008,48.0,56.25
sports_leisure,2017,4,47,11506.090000000002,75.0,-37.333333333333336
sports_leisure,2017,5,211,28760.10999999993,47.0,348.936170212766
sports_leisure,2017,6,372,62638.98999999995,211.0,76.30331753554502
sports_leisure,2017,7,704,124159.53999999998,372.0,89.24731182795699
sports_leisure,2017,8,638,97843.64999999963,704.0,-9.375
sports_leisure,2017,9,659,134868.5299999999,638.0,3.2915360501567394
sports_leisure,2017,10,418,136869.37999999986,659.0,-36.57056145675266
sports_leisure,2017,11,280,52791.410000000054,418.0,-33.014354066985646
sports_leisure,2017,12,206,49738.31999999996,280.0,-26.42857142857143
sports_leisure,2018,1,259,46490.19000000006,206.0,25.728155339805824
sports_leisure,2018,2,344,118113.4500000001,259.0,32.818532818532816
sports_leisure,2018,3,397,105542.22000000015,344.0,15.406976744186046
sports_leisure,2018,4,191,55092.40000000004,397.0,-51.88916876574308
sports_leisure,2018,5,186,45193.650000000016,191.0,-2.6178010471204187
sports_leisure,2018,6,243,33043.579999999914,186.0,30.64516129032258
sports_leisure,2018,7,267,49175.509999999966,243.0,9.876543209876543
sports_leisure,2018,8,191,54885.34999999997,267.0,-28.46441947565543
stationery,2017,1,1,169.99,,
stationery,2017,2,1,18.04,1.0,0.0
stationery,2017,3,5,2124.8999999999996,1.0,400.0
stationery,2017,4,11,2103.59,5.0,120.0
stationery,2017,5,28,5196.379999999998,11.0,154.54545454545453
stationery,2017,6,14,8714.339999999998,28.0,-50.0
stationery,2017,7,18,5729.9400000000005,14.0,28.57142857142857
stationery,2017,8,15,10544.24,18.0,-16.666666666666664
stationery,2017,9,29,5516.049999999999,15.0,93.33333333333333
stationery,2017,10,40,20656.519999999997,29.0,37.93103448275862
stationery,2017,11,62,12844.390000000007,40.0,55.00000000000001
stationery,2017,12,33,11657.2,62.0,-46.774193548387096
stationery,2018,1,94,17261.550000000007,33.0,184.84848484848484
stationery,2018,2,52,18854.72,94.0,-44.680851063829785
stationery,2018,3,15,11251.899999999998,52.0,-71.15384615384616
stationery,2018,4,37,12970.46,15.0,146.66666666666666
stationery,2018,5,45,10816.31,37.0,21.62162162162162
stationery,2018,6,47,8662.179999999997,45.0,4.444444444444445
stationery,2018,7,80,19410.929999999993,47.0,70.2127659574468
stationery,2018,8,33,9633.45,80.0,-58.75
tablets_printing_image,2017,3,18,2258.28,,
tablets_printing_image,2017,4,14,1756.4400000000003,18.0,-22.22222222222222
tablets_printing_image,2017,5,17,2132.82,14.0,21.428571428571427
tablets_printing_image,2017,10,6,752.76,17.0,-64.70588235294117
tablets_printing_image,2017,11,9,512.01,6.0,50.0
tablets_printing_image,2017,12,21,1194.6900000000003,9.0,133.33333333333331
tablets_printing_image,2018,1,6,5279.94,21.0,-71.42857142857143
tablets_printing_image,2018,2,18,8311.5,6.0,200.0
tablets_printing_image,2018,3,9,6525.0,18.0,-50.0
tablets_printing_image,2018,4,6,5279.94,9.0,-33.33333333333333
tablets_printing_image,2018,6,9,258.29999999999995,6.0,50.0
telephony,2017,1,26,60980.0,,
telephony,2017,2,41,116347.49,26.0,57.692307692307686
telephony,2017,3,48,117140.13,41.0,17.073170731707318
telephony,2017,4,71,175298.91000000003,48.0,47.91666666666667
telephony,2017,5,98,178716.63,71.0,38.028169014084504
telephony,2017,6,58,62063.95000000004,98.0,-40.816326530612244
telephony,2017,7,37,60444.22000000001,58.0,-36.206896551724135
telephony,2017,8,45,108585.47000000002,37.0,21.62162162162162
telephony,2017,9,169,540439.79,45.0,275.55555555555554
telephony,2017,10,135,47534.99000000004,169.0,-20.118343195266274
telephony,2017,11,179,123804.34999999986,135.0,32.592592592592595
telephony,2017,12,386,594987.770000002,179.0,115.64245810055867
telephony,2018,1,338,310232.5200000003,386.0,-12.435233160621761
telephony,2018,2,217,143051.73999999987,338.0,-35.798816568047336
telephony,2018,3,205,77316.40000000007,217.0,-5.529953917050691
telephony,2018,4,249,162056.6599999997,205.0,21.463414634146343
telephony,2018,5,153,74830.17000000004,249.0,-38.55421686746988
telephony,2018,6,45,18035.12,153.0,-70.58823529411765
telephony,2018,7,194,51820.23000000019,45.0,331.1111111111111
telephony,2018,8,242,75778.30000000028,194.0,24.742268041237114
toys,2016,10,247,115905.35999999994,,
toys,2016,12,6,1295.64,247.0,-97.57085020242914
toys,2017,1,1210,361631.98000000295,6.0,20066.666666666664
toys,2017,2,2100,809303.399999997,1210.0,73.55371900826447
toys,2017,3,5710,2449624.319999966,2100.0,171.90476190476193
toys,2017,4,5898,1512781.7700000321,5710.0,3.2924693520140105
toys,2017,5,10351,2530462.47999996,5898.0,75.50016954899966
toys,2017,6,10505,3737668.7099998225,10351.0,1.487778958554729
toys,2017,7,14940,6414399.359999974,10505.0,42.21799143265112
toys,2017,8,16097,5940577.510000409,14940.0,7.744310575635876
toys,2017,9,15298,7392530.949999876,16097.0,-4.963657824439337
toys,2017,10,18708,8163895.990000074,15298.0,22.290495489606485
toys,2017,11,33166,32663669.74999553,18708.0,77.28244601240111
toys,2017,12,22732,13814159.490001025,33166.0,-31.45992884279081
toys,2018,1,29417,8484798.570000729,22732.0,29.407883160302656
toys,2018,2,30840,13678312.220002785,29417.0,4.837338953666247
toys,2018,3,26470,20486084.340000197,30840.0,-14.169909208819714
toys,2018,4,25638,20470438.280000634,26470.0,-3.1431809595768794
toys,2018,5,28514,23891021.74000015,25638.0,11.217723691395584
toys,2018,6,17572,6129193.090000406,28514.0,-38.374132005330715
toys,2018,7,14443,4609161.340000127,17572.0,-17.806737992260413
toys,2018,8,15569,5583898.980000005,14443.0,7.796164231807796
toys,2018,9,4,621.6,15569.0,-99.9743079195838
watches_gifts,2017,1,2,1137.9,,
watches_gifts,2017,2,6,802.9,2.0,200.0
watches_gifts,2017,3,1,59.7,6.0,-83.33333333333334
watches_gifts,2017,4,29,2876.0200000000027,1.0,2800.0
watches_gifts,2017,5,22,1161.8700000000001,29.0,-24.137931034482758
watches_gifts,2017,6,224,15552.769999999979,22.0,918.1818181818181
watches_gifts,2017,7,422,401016.9300000015,224.0,88.39285714285714
watches_gifts,2017,8,324,314067.0500000001,422.0,-23.22274881516588
watches_gifts,2017,9,459,76626.34999999931,324.0,41.66666666666667
watches_gifts,2017,10,108,27877.669999999973,459.0,-76.47058823529412
watches_gifts,2017,11,396,131823.52999999974,108.0,266.66666666666663
watches_gifts,2017,12,128,55167.380000000034,396.0,-67.67676767676768
watches_gifts,2018,1,241,226190.38999999932,128.0,88.28125
watches_gifts,2018,2,539,84302.20000000078,241.0,123.65145228215768
watches_gifts,2018,3,1312,172399.79000000062,539.0,143.41372912801484
watches_gifts,2018,4,2552,695663.0099999866,1312.0,94.51219512195121
watches_gifts,2018,5,3230,621868.479999982,2552.0,26.56739811912226
watches_gifts,2018,6,481,121416.61999999963,3230.0,-85.10835913312692
watches_gifts,2018,7,662,223053.2099999984,481.0,37.62993762993763
watches_gifts,2018,8,337,297911.96999999776,662.0,-49.09365558912387
