product_category_name,order_year,order_month,order_count,total_sales,prev_month_count,growth_rate
cool_stuff,2018,4,180,64928.00999999977,83.0,116.86746987951808
cool_stuff,2018,5,24,3870.1499999999987,180.0,-86.66666666666667
cool_stuff,2018,6,43,9104.69,24.0,79.16666666666666
cool_stuff,2018,7,22,5542.58,43.0,-48.837209302325576
cool_stuff,2018,8,57,14662.809999999989,22.0,159.0909090909091
costruction_tools_garden,2017,4,9,1565.8300000000002,,
costruction_tools_garden,2017,5,8,995.4400000000003,9.0,-11.11111111111111
costruction_tools_garden,2017,8,6,1638.24,8.0,-25.0
costruction_tools_garden,2017,11,10,1402.1,6.0,66.66666666666666
costruction_tools_garden,2018,1,1,93.5,10.0,-90.0
costruction_tools_garden,2018,2,3,317.6,1.0,200.0
costruction_tools_garden,2018,3,3,2229.88,3.0,0.0
costruction_tools_garden,2018,4,2,128.8,3.0,-33.33333333333333
costruction_tools_garden,2018,6,1,136.89,2.0,-50.0
costruction_tools_garden,2018,7,4,339.70000000000005,1.0,300.0
costruction_tools_garden,2018,8,8,389.19999999999993,4.0,100.0
costruction_tools_tools,2017,11,7,5740.35,,
costruction_tools_tools,2017,12,14,11480.699999999997,7.0,100.0
costruction_tools_tools,2018,1,14,11480.699999999997,14.0,0.0
costruction_tools_tools,2018,2,7,5740.35,14.0,-50.0
costruction_tools_tools,2018,3,15,5836.110000000002,7.0,114.28571428571428
costruction_tools_tools,2018,4,1,579.0,15.0,-93.33333333333333
costruction_tools_tools,2018,6,4,2480.4,1.0,300.0
costruction_tools_tools,2018,7,5,2559.13,4.0,25.0
costruction_tools_tools,2018,8,52,4584.600000000005,5.0,940.0
drinks,2017,3,1,18.04,,
drinks,2017,8,1,129.46,1.0,0.0
drinks,2017,9,1,116.11,1.0,0.0
drinks,2017,10,8,2116.0,1.0,700.0
drinks,2017,12,9,6177.879999999998,8.0,12.5
drinks,2018,1,5,579.29,9.0,-44.44444444444444
drinks,2018,3,1,679.0,5.0,-80.0
drinks,2018,4,5,859.92,1.0,400.0
drinks,2018,5,1,109.9,5.0,-80.0
drinks,2018,6,2,425.5,1.0,100.0
drinks,2018,7,1,692.0,2.0,-50.0
dvds_blu_ray,2017,3,1,181.56,,
dvds_blu_ray,2017,5,1,820.05,1.0,0.0
dvds_blu_ray,2017,12,1,849.5,1.0,0.0
dvds_blu_ray,2018,6,4,1900.0,1.0,300.0
electronics,2017,2,24,6753.839999999998,,
electronics,2017,3,2,208.8,24.0,-91.66666666666666
electronics,2017,4,2,208.8,2.0,0.0
electronics,2017,5,8,1537.46,2.0,300.0
electronics,2017,7,2,860.0,8.0,-75.0
electronics,2017,8,12,882.1300000000001,2.0,500.0
electronics,2017,9,15,1879.6500000000003,12.0,25.0
electronics,2017,10,45,6126.87,15.0,200.0
electronics,2017,11,33,8563.300000000001,45.0,-26.666666666666668
electronics,2017,12,83,7752.360000000013,33.0,151.5151515151515
electronics,2018,1,215,22489.86,83.0,159.03614457831324
electronics,2018,2,218,14409.689999999988,215.0,1.3953488372093024
electronics,2018,3,126,16396.61999999998,218.0,-42.201834862385326
electronics,2018,4,84,10222.25999999999,126.0,-33.33333333333333
electronics,2018,5,212,20372.709999999937,84.0,152.38095238095238
electronics,2018,6,113,13736.98999999997,212.0,-46.69811320754717
electronics,2018,7,127,8449.610000000006,113.0,12.389380530973451
electronics,2018,8,26,6193.4400000000005,127.0,-79.52755905511812
fashio_female_clothing,2017,2,1,159.9,,
fashio_female_clothing,2017,3,1,42.89,1.0,0.0
fashio_female_clothing,2017,6,1,395.6,1.0,0.0
fashion_bags_accessories,2016,10,2,397.0,,
fashion_bags_accessories,2017,2,9,1276.02,2.0,350.0
fashion_bags_accessories,2017,3,15,2160.959999999999,9.0,66.66666666666666
fashion_bags_accessories,2017,4,1,399.2,15.0,-93.33333333333333
fashion_bags_accessories,2017,5,16,4208.19,1.0,1500.0
fashion_bags_accessories,2017,6,15,2323.2,16.0,-6.25
fashion_bags_accessories,2017,7,4,1203.36,15.0,-73.33333333333333
fashion_bags_accessories,2017,8,25,5289.579999999999,4.0,525.0
fashion_bags_accessories,2017,9,33,20364.28,25.0,32.0
fashion_bags_accessories,2017,10,25,2781.8100000000004,33.0,-24.242424242424242
fashion_bags_accessories,2017,11,13,2681.05,25.0,-48.0
fashion_bags_accessories,2017,12,41,10496.739999999998,13.0,215.3846153846154
fashion_bags_accessories,2018,1,15,4015.71,41.0,-63.41463414634146
fashion_bags_accessories,2018,2,14,4616.999999999999,15.0,-6.666666666666667
fashion_bags_accessories,2018,3,40,20959.89,14.0,185.71428571428572
fashion_bags_accessories,2018,4,25,13645.529999999995,40.0,-37.5
fashion_bags_accessories,2018,5,36,16026.210000000001,25.0,44.0
fashion_bags_accessories,2018,6,13,3873.9,36.0,-63.888888888888886
fashion_bags_accessories,2018,7,53,14549.019999999993,13.0,307.69230769230774
fashion_bags_accessories,2018,8,21,5028.539999999999,53.0,-60.37735849056604
fashion_male_clothing,2017,3,1,395.6,,
fashion_male_clothing,2017,4,1,127.77,1.0,0.0
fashion_male_clothing,2017,6,2,178.2,1.0,100.0
fashion_male_clothing,2017,7,1,19.04,2.0,-50.0
fashion_male_clothing,2017,8,3,688.19,1.0,200.0
fashion_male_clothing,2017,10,1,17.6,3.0,-66.66666666666666
fashion_male_clothing,2017,12,1,288.02,1.0,0.0
fashion_male_clothing,2018,6,1,749.9,1.0,0.0
fashion_male_clothing,2018,8,1,89.1,1.0,0.0
fashion_shoes,2017,2,1,109.82,,
fashion_shoes,2017,3,3,979.1999999999999,1.0,200.0
fashion_shoes,2017,4,1,150.82,3.0,-66.66666666666666
fashion_shoes,2017,5,5,2086.09,1.0,400.0
fashion_shoes,2017,6,2,1640.1,5.0,-60.0
fashion_shoes,2017,7,1,260.99,2.0,-50.0
fashion_shoes,2017,8,1,419.9,1.0,0.0
fashion_shoes,2017,10,1,261.0,1.0,0.0
fashion_shoes,2017,11,3,1101.1399999999999,1.0,200.0
fashion_shoes,2018,1,1,261.0,3.0,-66.66666666666666
fashion_shoes,2018,3,1,56.89,1.0,0.0
fashion_shoes,2018,5,1,89.99,1.0,0.0
fashion_shoes,2018,7,1,128.99,1.0,0.0
fashion_sport,2017,6,1,95.03,,
fashion_underwear_beach,2017,3,1,879.99,,
fashion_underwear_beach,2017,8,8,5536.0,1.0,700.0
fashion_underwear_beach,2017,9,8,5536.0,8.0,0.0
fashion_underwear_beach,2017,12,2,1019.98,8.0,-75.0
fashion_underwear_beach,2018,4,1,692.0,2.0,-50.0
fashion_underwear_beach,2018,5,2,1019.98,1.0,100.0
fixed_telephony,2017,2,1,83.36,,
fixed_telephony,2017,6,1,131.9,1.0,0.0
fixed_telephony,2017,10,2,313.72,1.0,100.0
fixed_telephony,2018,1,3,338.76,2.0,50.0
fixed_telephony,2018,2,6,2205.0,3.0,100.0
fixed_telephony,2018,3,1,849.5,6.0,-83.33333333333334
fixed_telephony,2018,4,1,17.95,1.0,0.0
fixed_telephony,2018,5,1,23.1,1.0,0.0
fixed_telephony,2018,6,3,530.95,1.0,200.0
fixed_telephony,2018,7,2,165.38,3.0,-33.33333333333333
fixed_telephony,2018,8,2,1193.99,2.0,0.0
flowers,2017,11,10,329.70000000000005,,
flowers,2018,1,5,164.85,10.0,-50.0
flowers,2018,2,5,3899.5,5.0,0.0
flowers,2018,3,5,42.45,5.0,0.0
food,2017,2,5,538.15,,
food,2017,3,10,1076.3,5.0,100.0
food,2017,6,5,538.15,10.0,-50.0
food,2017,8,5,538.15,5.0,0.0
food,2017,12,1,18.04,5.0,-80.0
food,2018,2,1,16.44,1.0,0.0
food,2018,5,2,3156.6,1.0,100.0
food,2018,6,2,678.0,2.0,0.0
food,2018,7,1,89.1,2.0,-50.0
food,2018,8,8,779.1099999999999,1.0,700.0
food_drink,2017,7,4,513.2,,
food_drink,2017,8,18,1845.3000000000004,4.0,350.0
food_drink,2017,9,7,886.8300000000002,18.0,-61.111111111111114
food_drink,2017,10,7,5669.829999999999,7.0,0.0
food_drink,2017,11,7,4595.599999999999,7.0,0.0
food_drink,2017,12,2,10.7,7.0,-71.42857142857143
food_drink,2018,1,3,143.75,2.0,50.0
food_drink,2018,3,1,44.95,3.0,-66.66666666666666
food_drink,2018,4,2,1681.56,1.0,100.0
food_drink,2018,5,29,13629.220000000001,2.0,1350.0
food_drink,2018,6,1,31.0,29.0,-96.55172413793103
food_drink,2018,7,1,161.0,1.0,0.0
furniture_bedroom,2017,2,2,81.7,,
furniture_bedroom,2017,5,4,1366.3,2.0,100.0
furniture_bedroom,2017,6,1,319.29,4.0,-75.0
furniture_bedroom,2017,7,3,1093.4,1.0,200.0
furniture_bedroom,2017,11,1,107.53,3.0,-66.66666666666666
furniture_bedroom,2018,3,2,257.98,1.0,100.0
furniture_bedroom,2018,4,2,257.98,2.0,0.0
furniture_decor,2016,10,7,3862.21,,
furniture_decor,2017,1,35,10593.45,7.0,400.0
furniture_decor,2017,2,110,108959.68,35.0,214.28571428571428
furniture_decor,2017,3,172,107736.68000000002,110.0,56.36363636363636
furniture_decor,2017,4,76,67846.96000000005,172.0,-55.81395348837209
furniture_decor,2017,5,225,147086.48999999993,76.0,196.05263157894737
furniture_decor,2017,6,106,77860.47000000018,225.0,-52.888888888888886
furniture_decor,2017,7,223,113600.99000000009,106.0,110.37735849056605
furniture_decor,2017,8,340,139163.5400000003,223.0,52.46636771300448
furniture_decor,2017,9,73,45254.47999999998,340.0,-78.52941176470588
furniture_decor,2017,10,93,40406.51999999999,73.0,27.397260273972602
furniture_decor,2017,11,384,193576.3600000004,93.0,312.9032258064516
furniture_decor,2017,12,185,85000.66000000002,384.0,-51.822916666666664
furniture_decor,2018,1,196,72846.54,185.0,5.9459459459459465
furniture_decor,2018,2,325,133153.06000000023,196.0,65.81632653061224
furniture_decor,2018,3,543,176464.57000000007,325.0,67.07692307692308
furniture_decor,2018,4,523,98154.83000000042,543.0,-3.683241252302026
furniture_decor,2018,5,451,125342.6400000006,523.0,-13.766730401529637
furniture_decor,2018,6,252,65739.33999999985,451.0,-44.12416851441242
furniture_decor,2018,7,347,72326.47000000019,252.0,37.698412698412696
furniture_decor,2018,8,272,59459.25000000004,347.0,-21.613832853025936
furniture_living_room,2017,1,6,2142.0,,
furniture_living_room,2017,2,1,357.0,6.0,-83.33333333333334
furniture_living_room,2017,5,9,3613.2000000000007,1.0,800.0
furniture_living_room,2017,6,18,5580.180000000002,9.0,100.0
furniture_living_room,2017,7,2,849.64,18.0,-88.88888888888889
furniture_living_room,2017,8,11,2531.34,2.0,450.0
furniture_living_room,2017,9,3,2030.91,11.0,-72.72727272727273
furniture_living_room,2017,10,9,4888.55,3.0,200.0
furniture_living_room,2017,11,5,365.56,9.0,-44.44444444444444
furniture_living_room,2017,12,5,2372.31,5.0,0.0
furniture_living_room,2018,2,5,2279.36,5.0,0.0
furniture_living_room,2018,3,12,792.9999999999998,5.0,140.0
furniture_living_room,2018,4,2,194.1,12.0,-83.33333333333334
furniture_living_room,2018,5,5,3814.3999999999996,2.0,150.0
furniture_living_room,2018,6,8,467.24,5.0,60.0
furniture_living_room,2018,7,14,4034.46,8.0,75.0
furniture_living_room,2018,8,2,167.62,14.0,-85.71428571428571
furniture_mattress_and_upholstery,2018,1,1,76.99,,
garden_tools,2017,1,7,6209.0,,
garden_tools,2017,2,48,6679.859999999993,7.0,585.7142857142857
garden_tools,2017,3,51,5393.349999999994,48.0,6.25
garden_tools,2017,4,226,95892.70000000006,51.0,343.1372549019608
garden_tools,2017,5,79,10965.019999999995,226.0,-65.04424778761062
garden_tools,2017,6,44,8260.179999999998,79.0,-44.303797468354425
garden_tools,2017,7,510,329758.2899999998,44.0,1059.0909090909092
garden_tools,2017,8,867,593704.3699999999,510.0,70.0
garden_tools,2017,9,552,375052.71000000066,867.0,-36.332179930795846
garden_tools,2017,10,1779,1202953.0900000008,552.0,222.2826086956522
garden_tools,2017,11,3196,6799114.750000002,1779.0,79.65148960089938
garden_tools,2017,12,1809,2790316.8700000606,3196.0,-43.397997496871085
garden_tools,2018,1,1097,520036.2999999947,1809.0,-39.35876174682144
garden_tools,2018,2,2788,2214259.7600000296,1097.0,154.14767547857795
garden_tools,2018,3,1922,7266939.750000262,2788.0,-31.061692969870876
garden_tools,2018,4,1871,7463820.290000288,1922.0,-2.653485952133195
garden_tools,2018,5,1911,6636504.450000302,1871.0,2.1378941742383755
garden_tools,2018,6,821,380431.10999999533,1911.0,-57.03819989534276
garden_tools,2018,7,293,159791.57000000024,821.0,-64.31181485992693
garden_tools,2018,8,187,94477.44000000019,293.0,-36.177474402730375
health_beauty,2016,10,22,12952.26,,
health_beauty,2017,1,24,2015.4300000000007,22.0,9.090909090909092
health_beauty,2017,2,959,126188.25000000132,24.0,3895.8333333333335
health_beauty,2017,3,736,123363.7399999998,959.0,-23.2533889468196
health_beauty,2017,4,925,113898.09000000094,736.0,25.679347826086957
health_beauty,2017,5,1349,194104.44000000015,925.0,45.83783783783784
health_beauty,2017,6,1816,303336.289999998,1349.0,34.6182357301705
health_beauty,2017,7,3424,758134.6100000009,1816.0,88.54625550660793
health_beauty,2017,8,2948,305050.48999999993,3424.0,-13.901869158878505
health_beauty,2017,9,2289,169931.38999999434,2948.0,-22.354138398914518
health_beauty,2017,10,2820,380577.36999999324,2289.0,23.197903014416777
health_beauty,2017,11,4086,676020.4999999893,2820.0,44.8936170212766
health_beauty,2017,12,2312,385139.0400000096,4086.0,-43.41654429760157
health_beauty,2018,1,2646,498285.9800000095,2312.0,14.446366782006919
health_beauty,2018,2,1391,254589.9599999992,2646.0,-47.43008314436886
health_beauty,2018,3,1426,208308.81999999925,1391.0,2.516175413371675
health_beauty,2018,4,1536,135963.06000000212,1426.0,7.713884992987377
health_beauty,2018,5,1922,151037.9900000043,1536.0,25.130208333333332
health_beauty,2018,6,1796,131974.7599999991,1922.0,-6.555671175858481
health_beauty,2018,7,1544,128826.24999999921,1796.0,-14.03118040089087
health_beauty,2018,8,1345,82981.9999999985,1544.0,-12.888601036269431
home_appliances,2017,2,16,5861.38,,
home_appliances,2017,4,26,10921.819999999996,16.0,62.5
home_appliances,2017,5,69,18073.41999999999,26.0,165.3846153846154
home_appliances,2017,6,114,17649.47999999995,69.0,65.21739130434783
home_appliances,2017,7,52,17589.809999999998,114.0,-54.385964912280706
home_appliances,2017,8,47,4642.3099999999995,52.0,-9.615384615384617
home_appliances,2017,9,19,1413.9100000000005,47.0,-59.57446808510638
home_appliances,2017,11,14,3360.3,19.0,-26.31578947368421
home_appliances,2018,1,16,1420.37,14.0,14.285714285714285
home_appliances,2018,2,45,3767.1699999999973,16.0,181.25
home_appliances,2018,3,97,7644.580000000008,45.0,115.55555555555554
home_appliances,2018,4,50,4052.4799999999996,97.0,-48.45360824742268
home_appliances,2018,5,2,63.52,50.0,-96.0
home_appliances,2018,6,35,12254.929999999986,2.0,1650.0
